rank,tier,status,ranking_score,score_std,score_percentile,field,id,source_id,ra,dec,sky_group,sky_group_size,mag_f444w,snr_f444w,r_h_arcsec,z_phot,ood_flag,n_features_outside_positive_range,disagreement_flag,nearest_list,nearest_list_sep_arcsec,n_archive_records,n_eligible_records,n_secure_lowz_records,n_secure_highz_records,archive_best_grade,archive_z_best_grade3,archive_gratings,archive_files,in_census,spec_tested,spec_vshaped,sel_labbe23,sel_kokorev24,sel_kocevski24,sel_perezgonzalez24,sel_barro23,sel_greene24,sel_akins24,m_f090w,m_f115w,m_f150w,m_f200w,m_f277w,m_f356w,m_f444w,asnr_f090w,asnr_f115w,asnr_f150w,asnr_f200w,asnr_f277w,asnr_f356w,asnr_f444w,c_f090w_f115w,c_f115w_f150w,c_f150w_f200w,c_f200w_f277w,c_f277w_f356w,c_f356w_f444w,c_f115w_f200w,c_f200w_f356w,c_f277w_f444w,slope_blue,slope_red,v_curv,log_rh,log_rh_over_rstar,n_snr_ge1,n_snr_ge3,archive_verdict,compactness_f444w,labbe_compactness,flux_d020,flux_d040,flux_d050,compactness_measurable,compactness_reason,compactness_mosaic,compactness_pixscale,compact_akins,compact_labbe,followup_tier
1,equal_burden,untested,0.9897657,0.00087220076,99.9837,ceers-full,67721,559075,214.79440467191807,52.837397468256505,522768,1,25.201894457553124,72.65121448914378,0.0998710400917814,5.400762557983398,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.536754,3.2701714,3.087316,2.9972174,2.200414,1.6752665,1.3017588,3.2446492,3.6062443,3.5408456,3.8393145,4.650107,5.119315,4.9788647,0.26658267,0.1828552,0.09009862,0.79680353,0.5251474,0.3735078,0.27295384,1.3219509,0.8986552,-1.4097611,-4.422824,-3.0130627,-1.0005604,0.09798125,7.0,7.0,,0.5236641580135944,1.7290136612960725,14.232160970165094,24.60760074718021,27.178031477563188,True,,ceers-full-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999993,True,False,False
2,equal_burden,untested,0.98819923,0.0013969468,99.96076,primer-uds-south,2558,17468,34.24302589785728,-5.319390777549782,16567,1,26.018424630504235,15.839596024563852,0.081263121391171,17.914907455444336,False,1,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,5.697741,7.650515,4.749152,6.621253,3.1095645,2.1893995,2.1178143,0.0905181,-1.1793095,1.0386679,-0.38187894,2.9965382,3.8718698,3.456655,-1.952774,2.901363,-1.8721008,3.5116885,0.92016494,0.07158527,1.0292621,4.4318533,0.99175024,-3.934897,-3.9625692,-0.0276723,-1.0901065,0.020591797,4.0,3.0,,0.6583754113695178,1.4222588623833743,8.228001332477056,11.702347814817708,12.497431086257611,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
3,equal_burden,secure z>3 (V untested),0.9873022,0.0015841139,99.95047,gdn,44253,509059,189.26132288039057,62.23196382273444,475668,1,25.85667205448021,96.95627278932052,0.1047731674117134,5.5485124588012695,False,0,False,,,1,0,0,1,3.0,5.536202,G395M,gdn-pah123-v4_g395m-f290lp_2674_934.spec.fits,False,False,False,False,False,False,False,False,False,False,2.9689076,3.1588767,3.1903017,3.0137606,2.8232079,1.9786068,1.9562188,4.5365863,4.018301,3.7895582,4.476458,4.245381,5.1813035,5.2674336,-0.18996914,-0.03142491,0.17654106,0.1905527,0.8446011,0.022387946,0.14511615,1.0351537,0.866989,0.12195048,-2.468246,-2.5901964,-0.9797499,0.12759905,7.0,7.0,,0.5264814308209333,1.744844494647554,7.626161371360123,13.30646568411155,14.485147860711407,True,,gdn-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,False,False
4,equal_burden,untested,0.9872666,0.0008251091,99.949615,gdn,71316,543309,189.37383998562217,62.28083730706247,507828,1,26.215408505598333,66.71343802715097,0.0795622308678745,5.176219463348389,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.108007,4.107151,4.3750095,4.0261583,3.1356382,3.412318,2.3145316,3.04057,3.1166818,2.92031,3.1692228,4.3623366,4.0613937,4.8936095,0.0008558462,-0.26785815,0.34885103,0.89052016,-0.2766798,1.0977865,0.080992855,0.6138403,0.82110673,-0.08238442,-4.564976,-4.4825916,-1.099293,0.008055918,7.0,7.0,,0.640940444052612,1.454353066447227,7.510135942586205,10.922389237535782,11.717369394105097,True,,gdn-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
5,equal_burden,untested,0.9871089,0.0014009926,99.94811,gdn,27731,500172,189.23478134498785,62.199952732437694,467390,1,26.416280900999944,55.818974924955576,0.0862875550561481,4.085123538970947,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.099157,4.2495565,4.45287,3.6711533,3.068737,2.4883742,2.5150118,3.3183782,2.9522219,2.525754,3.795906,4.223176,4.812345,4.715341,-0.15039992,-0.20331323,0.7817165,0.6024162,0.58036274,-0.02663755,0.5784033,1.182779,0.5537252,-1.4175572,-2.1602545,-0.7426971,-1.0640519,0.04329713,7.0,7.0,,0.5890785181312099,1.5696534737863148,5.596069989351538,8.783890698336988,9.499701342198806,True,,gdn-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
6,equal_burden,untested,0.98695415,0.0014401925,99.947044,primer-cosmos-west,20773,372736,150.1158055128171,2.186890119591165,346231,1,26.535964417850145,22.599303407182283,0.0700220650782565,5.315845966339111,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,5.522867,4.7446017,6.2804475,5.445023,4.0349617,3.3405561,2.634383,0.3779038,1.5873331,-0.4137742,0.94724655,3.0243402,3.3391693,3.8115554,0.7782656,-1.5358455,0.83542424,1.4100612,0.6944057,0.7061732,-0.7004213,2.104467,1.4005789,2.1263409,-7.093984,-9.220325,-1.1547651,-0.04741612,5.0,3.0,,0.6628530095310239,1.4594945848262528,6.09133430469617,8.890269432070449,9.189570262351014,True,,primer-cosmos-west-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
7,equal_burden,untested,0.9869377,0.0016192481,99.9464,primer-uds-north,15290,122147,34.45662845935476,-5.183603349576064,116849,1,26.330777464387097,14.666868405847486,0.0878800551017983,5.325993537902832,False,1,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.619426,6.92961,5.505048,4.833194,3.914761,3.258575,2.429693,1.8771578,-0.6590269,0.43705487,1.1929644,2.3332288,2.9958913,3.3798983,-3.3101835,1.4245619,0.671854,0.9184326,0.65618604,0.828882,2.0964158,1.5746187,1.4850681,4.216657,-7.921151,-12.137808,-1.0561097,0.051239286,5.0,4.0,,0.5712760173380823,1.586650993776832,5.523666966298379,8.764131681369582,9.668998520253758,True,,primer-uds-north-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
8,equal_burden,untested,0.9868878,0.0013524344,99.945755,primer-cosmos-east,7862,407097,150.15014164441573,2.1842397192022447,378582,1,26.346204816589697,18.53314087784225,0.0867617837707866,0.0292544029653072,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,5.015023,7.1335115,6.8210535,4.9383783,3.390428,2.4451673,2.445089,0.6610443,-0.92717594,-0.7850227,1.1060798,3.0101652,3.6679487,3.6134348,-2.118488,0.31245798,1.8826753,1.54795,0.9452608,7.805372e-05,2.1951332,2.4932108,0.9453389,-2.6296864,-3.5366993,-0.9070127,-1.0616715,0.047348876,4.0,3.0,,0.6514302587454152,1.4611401242200148,6.063555572979265,8.859704343117887,9.308065585803496,True,,primer-cosmos-east-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,False
9,equal_burden,untested,0.98684096,0.0015982904,99.9449,primer-uds-south,44674,80921,34.368957907033234,-5.24694755601995,77234,1,26.76154336738368,12.61298050655506,0.0905026451500959,5.368458271026611,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.413089,3.9199076,3.5927248,4.221355,3.6616955,3.230687,2.85915,2.3746183,1.9618806,2.4511693,2.0700486,2.945472,3.3423967,3.2294414,-0.50681865,0.32718286,-0.6286303,0.5596594,0.4310088,0.37153685,-0.30144745,0.99066824,0.8025456,1.7355282,-3.9985929,-5.734121,-1.0433388,0.06735957,7.0,7.0,,0.5271572451201634,1.665035050298199,4.13997964881984,6.893211222806262,7.8534055770705535,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
10,equal_burden,untested,0.98629,0.0014985071,99.940186,primer-uds-south,18934,122018,34.45631206088567,-5.288797896698068,116724,1,26.426777772671908,14.3482106431663,0.0939135658621222,6.518673896789551,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.9558864,3.7322044,3.6785095,3.8259501,3.5107796,2.1300843,2.525484,0.9206172,2.1100912,2.339304,2.3967328,2.930884,4.234373,3.3579845,1.223682,0.053695157,-0.1474407,0.31517056,1.3806952,-0.39539975,-0.093745545,1.6958659,0.98529553,-0.5153125,-2.458116,-1.9428036,-1.0272716,0.08342663,7.0,6.0,,0.5030974368348217,1.7750343802860755,4.274770356199089,7.587864350081137,8.49690346882565,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,False,False
11,equal_burden,untested,0.98582506,0.0019933633,99.93718,primer-uds-north,10014,61198,34.32892249221182,-5.192771042583805,58344,1,26.059203500717587,18.13694170518814,0.078155763963186,5.140738487243652,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.7353663,6.3649654,5.788921,5.456507,2.795887,2.6367671,2.1585455,0.92345417,-0.24322534,0.19564734,0.65631074,3.3511624,3.6080668,3.5918572,-1.6295987,0.57604456,0.33241326,2.6606205,0.15911974,0.47822165,0.9084578,2.8197403,0.6373414,2.0020533,-3.3029711,-5.3050246,-1.107039,0.00030997873,4.0,3.0,,0.6277517196976801,1.5025128379012491,8.607153283765737,12.932358306641914,13.711078781131604,True,,primer-uds-north-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
12,equal_burden,untested,0.98553157,0.0013497688,99.9359,gdn,11718,504833,189.24897297876305,62.16654548140045,471727,1,25.20494283924629,153.3585103360981,0.087058473043821,3.334639072418213,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.668718,3.4583166,3.462127,2.5164309,2.1147113,1.953338,1.3048064,3.7811222,3.9265132,3.7744067,4.9098945,5.250688,5.3968887,5.7259364,0.21040154,-0.0038104148,0.9456963,0.40171936,0.16137333,0.64853173,0.9418859,0.56309265,0.80990505,-3.754372,-4.100878,-0.34650603,-1.060189,0.04716001,7.0,7.0,,0.6085272244865096,1.52842187222892,17.058946828866755,26.073267450430123,28.03316949913213,True,,gdn-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
13,equal_burden,untested,0.9852873,0.0017290724,99.934395,primer-cosmos-east,60004,433733,150.18385942655598,2.386703177680204,403985,1,26.755540399105804,15.017469849700255,0.0853774060342691,6.418477535247803,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,5.026164,4.360252,3.8311665,3.810799,3.7155044,2.7111382,2.8531733,0.849405,1.6279519,2.3179495,3.236194,2.8992183,3.728631,3.4034681,0.66591215,0.5290856,0.020367574,0.09529453,1.0043662,-0.14203502,0.54945314,1.0996606,0.8623311,-1.9329842,-2.8759704,-0.9429861,-1.068657,0.04036336,6.0,5.0,,0.4720803412391836,1.8207028609194849,3.8358037697176046,6.983858897450586,8.12531985477057,True,,primer-cosmos-east-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
14,equal_burden,untested,0.9847808,0.0017717612,99.93096,primer-cosmos-west,89216,316534,150.07110972708492,2.377477696824632,296356,1,26.030533916649688,26.795699075933577,0.0850613616315503,1.5612871646881104,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,6.1048374,4.264668,5.0245547,3.545744,3.0729842,2.5605881,2.1299098,-0.31925315,1.7042229,1.1466616,2.6461031,3.4746003,3.8470325,3.9817367,1.8401695,-0.7598866,1.4788108,0.47275975,0.5123961,0.43067822,0.71892416,0.9851559,0.94307435,-4.821408,-4.6856413,0.13576646,-1.0702677,0.037081297,6.0,4.0,,0.6204342823547022,1.4788401567320688,9.151452845965393,13.533535961053596,14.750076045497284,True,,primer-cosmos-west-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,False
15,equal_burden,untested,0.9843657,0.0014269025,99.92818,primer-cosmos-east,19279,429747,150.17801414377487,2.2393609062154263,400170,1,26.620513886623577,14.77079487233148,0.085986808915128,7.1544365882873535,False,0,False,,,3,0,0,0,,,G235H;G395H;PRISM,gto-wide-cos04-v4_g235h-f170lp_1214_4047.spec.fits;gto-wide-cos04-v4_g395h-f290lp_1214_4047.spec.fits;gto-wide-cos04-v4_prism-clear_1214_4047.spec.fits,False,False,False,False,False,False,False,False,False,False,5.8405495,2.7796798,3.4367676,4.0665855,4.0319853,3.3635125,2.7186666,-0.02280474,2.939764,2.5575352,1.852612,2.4813433,2.9789312,3.386943,3.0608697,-0.6570878,-0.6298177,0.03460012,0.66847277,0.6448458,-1.2869055,0.7030729,1.3133185,5.0432205,-6.6401377,-11.683358,-1.0655682,0.043452237,6.0,6.0,,0.6577207396364991,1.465744061463291,4.98452593509721,7.306039288578494,7.578483746539596,True,,primer-cosmos-east-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
16,equal_burden,untested,0.9842449,0.0013706884,99.927536,primer-uds-north,52867,66106,34.33838362659736,-5.131370296279152,63050,1,25.039171167354542,87.57947196206317,0.0823512822460081,2.315321207046509,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.5224984,3.1130757,2.2352548,2.1191034,2.0097659,1.4602355,1.1390706,2.619476,2.9907932,3.9573107,4.2437854,4.7207546,5.2321534,5.165726,0.40942255,0.8778209,0.11615134,0.1093377,0.5495303,0.32116488,0.99397224,0.658868,0.87069523,-2.9705098,-4.1890435,-1.2185336,-1.0843296,0.023019332,7.0,7.0,,0.6097818078598488,1.5305978946215189,19.953926739443773,30.541438256824662,32.72306008845372,True,,primer-uds-north-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,False
17,equal_burden,untested,0.98372227,0.0017192867,99.92453,primer-uds-south,11577,105391,34.41970190413583,-5.300940260702541,100733,1,26.100840735634783,34.03964002478513,0.0975769733677948,7.101882457733154,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,6.677392,3.3535454,3.1422613,3.4979675,3.0255523,2.5876758,2.2001305,-0.753659,2.8411787,3.1736808,2.9502385,3.631748,4.1137958,4.2208886,3.3238466,0.21128397,-0.355706,0.47241518,0.43787643,0.38754535,-0.14442202,0.9102916,0.8254218,0.2472867,-4.1200776,-4.3673644,-1.0106527,0.100045644,6.0,6.0,,0.5510052232148205,1.6838394934514311,6.299867229532549,10.607965244587358,11.433407459871608,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
18,equal_burden,untested,0.98301625,0.0015626043,99.921745,primer-uds-south,44427,71487,34.34928123071394,-5.247350743125383,68193,1,25.799230803809284,43.24803585587903,0.0873384271859182,5.17944860458374,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.3145006,3.2193694,3.3265722,3.66335,2.4451501,2.8383794,1.8988231,2.9189978,3.0409794,3.134883,3.0234895,4.4093924,4.073153,4.4602327,0.09513125,-0.1072027,-0.336778,1.2182,-0.3932291,0.93955624,-0.44398072,0.82497084,0.5463272,1.073531,-2.7041428,-3.777674,-1.0587946,0.051903665,7.0,7.0,,0.6219147174943283,1.4789252852863006,9.831611197973048,14.540218395786276,15.808616392910348,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
19,equal_burden,untested,0.98277825,0.0018015342,99.92024,primer-uds-south,60228,96024,34.40058527853454,-5.220705488741068,91745,1,24.624661740948408,130.264652232609,0.1064712060249435,3.5277810096740723,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,2.9630916,3.0959074,2.909244,2.3155544,1.5474417,1.3916011,0.72461486,2.7506325,3.1478302,3.475915,4.1402354,5.031783,5.2318034,5.5627303,-0.13281573,0.18666346,0.59368974,0.76811254,0.15584068,0.66698617,0.7803532,0.92395324,0.82282686,-2.9056888,-4.379307,-1.4736179,-0.97276783,0.13793047,7.0,7.0,,0.5175084563210602,1.7682980999013518,23.61829293074181,41.76418251234427,45.63846762745285,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,False,False
20,equal_burden,untested,0.98259974,0.0024494072,99.91939,primer-uds-south,31014,26631,34.26512443990419,-5.2685223413374365,25381,1,25.504966400915965,30.7020921438435,0.0898538848547393,5.205343246459961,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,2.738476,2.9253104,3.0997121,3.1473455,2.3311124,2.4334016,1.6047293,2.6315255,2.521388,2.5153778,2.6269975,3.9120383,3.843214,4.117743,-0.18683437,-0.17440179,-0.047633443,0.8162332,-0.10228926,0.8286723,-0.22203523,0.713944,0.72638303,1.2079902,-3.8010182,-5.0090084,-1.0464631,0.06423516,7.0,7.0,,0.5881469217917272,1.5551891016024408,12.342204715932038,19.194462263963757,20.98490064069845,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
21,equal_burden,untested,0.9824955,0.0020344297,99.919174,gds-sw,18317,192644,53.10282982126792,-27.890966632617555,182891,1,25.94788974331676,74.94159148499382,0.0894500558801115,3.661532640457153,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.7464283,3.8617158,3.5266778,3.3627794,2.7101226,2.5490408,2.0473537,2.9461029,3.1022,3.4934103,3.7955163,4.653145,4.847296,5.0099006,-0.115287535,0.33503777,0.16389868,0.65265673,0.16108182,0.50168705,0.49893647,0.8137385,0.66276884,-1.4485232,-3.4950008,-2.0464776,-1.0484194,0.05892958,7.0,7.0,,0.5987047918834907,1.5502050793946265,8.329209316093163,12.911982589148662,13.91204718754622,True,,gds-sw-grizli-v7.0-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
22,equal_burden,untested,0.9812265,0.0020656409,99.91445,primer-uds-north,22671,60513,34.32771433090502,-5.173116620576559,57695,1,25.176810393334605,30.918299091973505,0.1099887173678316,5.254691123962402,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.2909498,3.2737954,3.0844376,2.882332,2.1252966,2.0283303,1.2766808,2.0683382,2.1237957,2.2935548,2.8293297,3.7634437,3.9201176,4.124757,0.017154356,0.18935788,0.20210558,0.7570355,0.09696609,0.7516496,0.39146346,0.8540016,0.8486157,-1.3402419,-4.5713773,-3.2311354,-0.95865184,0.14869711,7.0,7.0,,0.6079260389784902,1.5220147058003306,14.205648025082638,21.6212051995992,23.367395232736968,True,,primer-uds-north-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
23,equal_burden,untested,0.9807435,0.0041253283,99.91252,ceers-full,4719,630773,215.16774447416665,52.97285128182334,590721,1,25.6868114353504,49.13776548108389,0.0861591406790767,5.705443382263184,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,2.1126835,2.2291064,2.4696019,2.3383079,2.249679,1.1830103,1.78648,4.451934,4.631345,4.093163,4.404311,4.659138,5.6694603,4.5878787,-0.11642303,-0.24049528,0.13129395,0.08862873,1.0666687,-0.6034696,-0.109201334,1.1552975,0.46319914,0.7298749,-3.0797634,-3.8096383,-1.0646987,0.033843037,7.0,7.0,,0.5309487151915127,1.697361896985184,9.588728586860142,16.275542543868994,18.059613504105567,True,,ceers-full-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999993,True,True,True
24,equal_burden,untested,0.98071754,0.0026965088,99.91231,gds-sw,12181,167585,53.06240952043809,-27.90183315351425,159711,1,25.82133355038648,72.47052256084392,0.0862221633475233,3.688596725463867,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.0839195,4.573277,4.1629357,3.2458994,2.4890132,2.306538,1.9209089,2.659936,2.354648,2.732195,3.852286,4.717967,4.915493,4.9763746,-0.48935735,0.41034144,0.9170362,0.75688624,0.18247509,0.38562927,1.3273776,0.93936133,0.5681044,-3.4070294,-2.9170947,0.48993465,-1.0643811,0.042967882,7.0,7.0,,0.5945087759677271,1.5545960144115738,9.422127591872725,14.647602001602657,15.84859294387305,True,,gds-sw-grizli-v7.0-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
25,equal_burden,untested,0.98052835,0.0022746786,99.91145,ceers-full,64015,565973,214.8284305416296,52.85344416947797,529344,1,26.17120696886881,33.84361544080218,0.0939872036078738,5.210227489471436,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.4083424,4.1936216,3.9187348,3.7415469,2.9144356,2.924021,2.2703984,2.260582,2.6499493,2.7343104,3.094618,4.113039,4.1016693,4.2151155,0.21472067,0.2748869,0.177188,0.8271111,-0.009585293,0.65362257,0.45207492,0.8175258,0.64403725,-1.9189708,-3.2495081,-1.3305374,-1.0269313,0.071610406,7.0,7.0,,0.5873730356571889,1.5727391554736625,6.647545093595764,10.45485445647489,11.31741617345114,True,,ceers-full-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999993,True,True,True
26,equal_burden,untested,0.9803713,0.0040490595,99.91124,gds-sw,7615,190599,53.099370947946746,-27.91994147956829,180976,1,26.3008371631662,18.070238190550764,0.0920310734841057,5.651785373687744,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,2.8485596,3.1843297,3.4412856,3.4384835,3.0341358,2.3467147,2.3998108,3.445464,2.9758103,3.3161705,3.4328384,3.8555481,4.4380813,3.5881782,-0.33577,-0.2569558,0.0028020034,0.40434763,0.68742114,-0.05309611,-0.2541538,1.0917687,0.634325,1.773315,-3.9258628,-5.6991777,-1.0360655,0.07128345,7.0,7.0,,0.5923838406227948,1.6051158311224707,5.772346084320242,9.265284082660225,9.744266619851688,True,,gds-sw-grizli-v7.0-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
27,equal_burden,untested,0.98030865,0.0031362807,99.9106,primer-uds-south,3951,135509,34.48485374293454,-5.316090793696145,129656,2,24.64929369669976,119.4843970560427,0.0911365421987676,3.6921584606170654,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.188448,4.970996,2.9543355,2.078505,1.3268319,1.1179143,0.74924463,2.2848508,0.72781944,2.631619,3.6301072,5.13817,5.3882995,5.4763503,-1.7825478,2.0166605,0.8758303,0.7516731,0.20891759,0.3686697,2.8924906,0.9605907,0.57758725,-4.0259852,-2.948081,1.0779042,-1.0403074,0.07039084,6.0,6.0,,0.6030190019723913,1.5335789113273206,26.204696171392488,40.1869694261873,43.45583818367344,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
28,equal_burden,secure z>3 (V untested),0.98029953,0.0021765213,99.91038,gdn,31477,478939,189.14931945046865,62.20747682232171,447352,1,24.628133322157844,169.9119048550928,0.0906691348536571,3.677523374557495,False,0,False,,,2,0,0,2,3.0,3.680841024311184,G140M;G395M,gdn-fujimoto-v4_g140m-f070lp_4762_36344.spec.fits;gdn-fujimoto-v4_g395m-f290lp_4762_36344.spec.fits,False,False,False,False,False,False,False,False,False,False,2.044079,2.1589026,2.1191945,1.9288725,1.0214086,1.0089436,0.7280862,4.6612716,4.8356647,4.5682616,4.9078116,5.73276,5.858847,5.828436,-0.114823565,0.039708175,0.19032204,0.90746385,0.012465067,0.2808574,0.23003021,0.9199289,0.29332247,-0.4722309,-1.4314133,-0.9591823,-1.0425406,0.064808436,7.0,7.0,,0.5821297229326311,1.5821081319615005,27.524731983950737,43.54710230186927,47.282814980289416,True,,gdn-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
29,equal_burden,untested,0.98014796,0.0023581856,99.90974,gdn,15600,488557,189.19395225184067,62.17535787845711,456469,1,26.675943442346387,47.36628880987636,0.0947031069638613,5.219507694244385,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.141877,3.9632802,4.0633826,4.0605664,3.419456,3.490084,2.7738981,2.9525456,3.4762588,3.1868322,3.4068406,4.2051177,4.231047,4.5511694,0.17859708,-0.10010243,0.002816367,0.6411101,-0.07062793,0.7161858,-0.09728607,0.5704822,0.6455579,0.04883394,-3.5327892,-3.5816233,-1.0236357,0.083713196,7.0,7.0,,0.5984989493396877,1.5365727574830534,4.015781933135476,6.170541118448606,6.709756028086616,True,,gdn-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
30,equal_burden,untested,0.98014075,0.0024356158,99.90952,primer-cosmos-east,74321,423870,150.17001005963783,2.4437140684700185,394552,1,24.95816490281204,73.22294128152744,0.0834345398311911,5.9280500411987305,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.6995635,4.7255974,6.552777,3.3429418,1.873151,0.91168946,1.0580783,1.12144,1.4348079,-0.6358019,3.2550378,4.5018,5.444911,4.9867024,-0.026034053,-1.8271791,3.2098348,1.4697908,0.9614615,-0.14638883,1.3826557,2.4312522,0.81507266,-5.722137,-2.665824,3.056313,-1.0786542,0.030366277,6.0,4.0,,0.6131062833381232,1.516683090479345,21.92192673917248,33.2486155960299,35.75550819641937,True,,primer-cosmos-east-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
31,equal_burden,untested,0.98010963,0.0019633158,99.909096,gdn,4640,493932,189.214322702813,62.14905115535935,461470,2,25.449772410869567,91.40245465870248,0.1238045441321294,5.45587682723999,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.202293,2.9066532,2.9341884,2.7900507,2.5288012,1.5298417,1.5495582,3.608018,4.199274,4.0424647,4.3471084,4.7227387,5.4807067,5.2084494,0.29563987,-0.027535161,0.14413762,0.26124948,0.99895954,-0.0197165,0.11660246,1.260209,0.97924304,-0.8239214,-3.822042,-2.9981205,-0.9072634,0.20008555,7.0,7.0,,0.5064949889360947,1.695458178554288,9.529053768547811,16.156112145767946,18.813717759703454,True,,gdn-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
32,equal_burden,untested,0.98007435,0.002476389,99.90867,primer-uds-north,41052,102518,34.4136820137667,-5.148074600046551,97962,1,25.67940824732915,49.500918174338686,0.0900712724649136,3.630148649215698,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.7570274,3.5129526,3.4592032,3.034181,2.3842711,2.271268,1.7790812,2.5102198,2.7685199,2.9931402,3.564767,4.379127,4.535397,4.5952406,0.24407493,0.053749308,0.42502195,0.64991,0.11300323,0.49218675,0.47877127,0.7629132,0.60519,-2.181087,-3.1293645,-0.9482774,-1.0454137,0.061935265,7.0,7.0,,0.6266626382156814,1.513675333137538,11.11701057092945,16.827544679445168,17.74002452513095,True,,primer-uds-north-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
