rank,tier,status,ranking_score,score_std,score_percentile,field,id,source_id,ra,dec,sky_group,sky_group_size,mag_f444w,snr_f444w,r_h_arcsec,z_phot,ood_flag,n_features_outside_positive_range,disagreement_flag,nearest_list,nearest_list_sep_arcsec,n_archive_records,n_eligible_records,n_secure_lowz_records,n_secure_highz_records,archive_best_grade,archive_z_best_grade3,archive_gratings,archive_files,in_census,spec_tested,spec_vshaped,sel_labbe23,sel_kokorev24,sel_kocevski24,sel_perezgonzalez24,sel_barro23,sel_greene24,sel_akins24,m_f090w,m_f115w,m_f150w,m_f200w,m_f277w,m_f356w,m_f444w,asnr_f090w,asnr_f115w,asnr_f150w,asnr_f200w,asnr_f277w,asnr_f356w,asnr_f444w,c_f090w_f115w,c_f115w_f150w,c_f150w_f200w,c_f200w_f277w,c_f277w_f356w,c_f356w_f444w,c_f115w_f200w,c_f200w_f356w,c_f277w_f444w,slope_blue,slope_red,v_curv,log_rh,log_rh_over_rstar,n_snr_ge1,n_snr_ge3,archive_verdict,compactness_f444w,labbe_compactness,flux_d020,flux_d040,flux_d050,compactness_measurable,compactness_reason,compactness_mosaic,compactness_pixscale,compact_akins,compact_labbe,followup_tier
132,equal_burden,untested,0.9367272,0.013567949,99.846275,ceers-full,17824,564579,214.82223657380047,52.75019610544198,528014,1,27.27228156836817,12.957056380080951,0.0844465306233953,5.891573429107666,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.742945,4.6249437,4.7677493,4.58694,4.2550364,3.71069,3.366181,2.023275,2.3891518,2.0602558,2.4507718,2.856015,3.455612,3.2562735,0.11800153,-0.14280543,0.18080935,0.33190367,0.54434615,0.3445092,0.03800392,0.8762498,0.88885534,-0.30589464,-4.3162727,-4.0103784,-1.0734181,0.02512349,7.0,7.0,,0.5330007836631189,1.7266522624223577,2.500013198244919,4.316653444835344,4.690449385577345,True,,ceers-full-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999993,True,False,False
133,equal_burden,untested,0.93627995,0.011033242,99.84606,primer-cosmos-west,80414,352553,150.09861341916235,2.344417655718021,328196,1,27.644376133151606,11.643618690254517,0.0828440499318019,6.6009674072265625,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,5.999563,4.2806063,4.8593416,5.739715,4.1721325,3.0440261,3.732367,-0.33016202,2.2437284,1.8344142,0.7754747,3.0951202,3.9831762,3.1497445,1.7189566,-0.5787352,-0.8803733,1.5675824,1.1281064,-0.68834096,-1.4591085,2.6956887,0.43976545,2.248139,-2.3017857,-4.549925,-1.0817387,0.025610289,5.0,5.0,,0.6493783301481615,1.4857994277575086,1.680387664812022,2.4967190307884786,2.587686694794121,True,,primer-cosmos-west-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
134,equal_burden,untested,0.9360422,0.015685199,99.84585,primer-cosmos-west,54298,351243,150.09761382253703,2.271519271362992,327001,1,25.92928363211716,46.41603883592908,0.0964602130368659,5.549832344055176,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,2.7625985,2.3465328,2.4304035,2.3043032,2.3037343,1.5124857,2.0287657,3.5454018,3.97776,4.0887876,4.357664,4.621615,5.2467294,4.530908,0.4160657,-0.083870634,0.12610032,0.0005689387,0.79124856,-0.51627994,0.042229675,0.7918175,0.27496865,-0.80101305,-2.0229862,-1.2219731,-1.0156518,0.091697186,7.0,7.0,,0.5183263471684515,1.741377943173042,7.476519310356945,13.019445818762907,14.424347423587832,True,,primer-cosmos-west-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,False,False
135,equal_burden,untested,0.93559474,0.014621585,99.84542,primer-uds-south,13983,24186,34.25929665030667,-5.296922300485377,23046,1,25.64663977424922,28.94372788230256,0.1260435186314114,5.661967277526856,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,2.6472201,2.4826636,2.5801091,2.8071353,2.425086,1.7648333,1.7463319,3.101765,3.2669451,3.3486102,3.3156247,3.865072,4.52612,4.058799,0.16455652,-0.097445615,-0.22702609,0.38204917,0.66025275,0.01850141,-0.3244717,1.0423019,0.67875415,0.63225996,-3.1532307,-3.7854908,-0.8994795,0.21121882,7.0,7.0,,0.4322295549016378,2.1145211469718337,7.548554268310725,15.961577629407524,17.464225161624,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
136,equal_burden,untested,0.93489707,0.013089423,99.84456,primer-cosmos-east,79888,445949,150.20360323681334,2.4677673855370568,415702,1,26.837712344204213,15.123767652578929,0.1119981135701212,5.825644493103027,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.302584,4.565384,3.8904715,3.778365,3.2286773,2.6767607,2.93496,1.2937635,1.3612055,2.1631656,2.1604252,3.3618567,3.5832322,3.410506,-0.2627998,0.67491263,0.11210668,0.5496876,0.5519165,-0.25819913,0.7870193,1.1016041,0.29371735,-1.9644499,-1.4924941,0.47195575,-0.9507893,0.15823111,7.0,5.0,,0.3688288988271098,2.348648867991812,2.380837725574804,5.591751829043464,6.455127928277747,True,,primer-cosmos-east-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
137,equal_burden,untested,0.9344492,0.026346624,99.843704,gds-sw,18414,165663,53.05846780934957,-27.89078792356517,157908,1,27.01508801290476,61.1393142277184,0.1031966055897192,5.462001323699951,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.0093017,3.802177,3.896016,3.8406494,3.6396081,2.8977745,3.1112773,3.8565185,4.196432,4.129314,4.1899285,4.566659,5.0565977,4.8063693,0.20712472,-0.09383873,0.05536639,0.20104122,0.7418338,-0.21350296,-0.03847234,0.942875,0.5283308,-0.2483522,-2.2352111,-1.986859,-0.98633456,0.12101438,7.0,7.0,,0.4662993983249294,1.8904203415811516,2.4754007211998594,4.679547876920867,5.308608010415953,True,,gds-sw-grizli-v7.0-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
138,equal_burden,untested,0.93423355,0.015493893,99.84328,primer-uds-south,55141,147562,34.510242021253035,-5.229346241589711,141192,1,26.51453739337192,8.923988778602892,0.0902758430605293,13.136886596679688,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.795202,5.535315,6.2476754,4.253894,3.312082,3.0562978,2.613017,0.768076,0.30496922,-0.17279159,1.6356161,2.7359798,3.0317438,2.8850148,-0.7401132,-0.71236056,1.9937817,0.9418118,0.25578436,0.4432806,1.2814211,1.1975962,0.69906497,-2.5451465,-3.5275044,-0.98235786,-1.0444285,0.06626985,4.0,3.0,,0.6300379680096573,1.4637547003162514,4.804449600965475,7.032535685845752,7.625650905044871,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
139,equal_burden,untested,0.93421143,0.012304943,99.84306,gds-sw,54786,161577,53.04781593591634,-27.829177841181536,154171,1,25.27128549447683,130.90892669062634,0.0816230741793737,3.358129978179932,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.5979366,3.6253662,3.3474042,2.2892323,1.9169776,1.8310931,1.3711313,3.2544916,3.426147,3.7361226,4.808471,5.316055,5.4327116,5.5676637,-0.027429635,0.2779621,1.0581719,0.37225464,0.085884646,0.45996177,1.336134,0.45813927,0.5458464,-5.056929,-2.720853,2.3360763,-1.0881871,0.019161914,7.0,7.0,,0.6139301729221327,1.5178119100759997,16.26193485124686,24.682558398102465,26.48824828700744,True,,gds-sw-grizli-v7.0-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
140,equal_burden,untested,0.93396986,0.010800431,99.84263,primer-uds-south,5869,110019,34.42923798302068,-5.312112367235867,105175,1,26.90958359006025,6.93501216249537,0.0917335434350092,6.231497287750244,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.4251935,3.030624,3.7686543,4.4371448,3.5864992,2.8824556,3.006443,1.9917511,2.362257,1.8599101,1.4056453,2.5426726,3.192403,2.634888,0.39456964,-0.73803043,-0.66849023,0.85064554,0.7040435,-0.123987466,-1.4065207,1.554689,0.5800561,2.8324559,-2.833533,-5.665989,-1.0374718,0.07322647,7.0,6.0,,0.6139779269984524,1.6274417288486074,3.362505064636403,5.472281055654066,5.476589494144597,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
141,equal_burden,untested,0.93368536,0.012035966,99.842415,primer-cosmos-east,9422,405260,150.14822323181647,2.192938011399046,376843,1,25.907513952797142,25.767333850753023,0.1169951251773751,6.852353096008301,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,6.150074,2.7748618,2.8585222,3.031547,2.4237177,1.7603048,2.0070162,-0.2496614,2.7110248,2.8637638,2.6977203,3.8138683,4.209221,3.942631,3.3752122,-0.08366022,-0.17302491,0.60782933,0.6634128,-0.24671145,-0.25668514,1.2712421,0.41670138,0.7488655,-1.9411577,-2.6900232,-0.93183225,0.17718817,6.0,6.0,,0.4786193456911541,1.9168569619005944,6.209313704566377,11.902366203222831,12.973386388299383,True,,primer-cosmos-east-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
142,equal_burden,untested,0.9336799,0.012025174,99.8422,gds,64575,250885,53.19980884304859,-27.74741711383302,236965,1,26.32443617228252,77.85359481691933,0.1107131387404944,7.034915924072266,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,5.37498,3.3797004,3.2019646,3.2924056,3.0784583,2.765101,2.4233644,1.7241931,4.237775,4.3188496,4.157802,4.7549624,4.846074,5.0480185,1.9952793,0.17773584,-0.09044099,0.21394731,0.31335726,0.3417367,0.08729485,0.5273046,0.65509397,-1.0322849,-3.2915213,-2.2592363,-0.95580083,0.15154813,7.0,6.0,,0.4902099211152466,1.841667727303386,4.722051588160954,8.696450016577728,9.632713220936257,True,,gds-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
143,equal_burden,untested,0.9336142,0.020362431,99.84199,primer-cosmos-west,46186,336345,150.0864079865116,2.2543486322524804,313876,2,26.35657020126757,50.04968226701716,0.1112804838056778,7.172435760498047,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,6.664687,3.35706,3.5155716,3.6074243,3.2001061,3.2241132,2.4554331,-1.1728982,2.8122597,2.868185,2.9629815,4.358197,4.395407,4.606263,3.3076272,-0.15851144,-0.09185268,0.40731797,-0.024007114,0.7686802,-0.25036412,0.38331085,0.7446731,-0.47516257,-3.93765,-3.4624875,-0.953581,0.15376797,6.0,6.0,,0.5084460873919017,1.7321874885291615,4.445270592985635,7.700042104296324,8.742855345367808,True,,primer-cosmos-west-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,False,False
144,equal_burden,untested,0.93322706,0.010717423,99.84135,ceers-full,11930,613918,215.01676154913253,52.87938469936288,574692,2,26.363092142521705,42.25821697151034,0.123407877127857,4.547661781311035,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.4769588,4.4717,3.9475694,3.7310266,2.8229737,2.6050713,2.4619412,2.1291888,2.846007,3.2917008,3.6584928,4.4651213,4.7820406,4.437086,0.0052587776,0.5241308,0.21654254,0.90805304,0.2179024,0.14313,0.74067336,1.1259555,0.3610324,-2.5971568,-1.8120159,0.785141,-0.90865713,0.18988456,7.0,7.0,,0.4242708991280761,2.065553226178882,3.6353265110537833,7.508960403120761,8.568408812682613,True,,ceers-full-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999993,False,False,False
145,equal_burden,untested,0.93317765,0.015879694,99.84113,primer-uds-south,25140,137321,34.488563748802,-5.277912690228562,131384,1,27.18746194524096,13.68580007784558,0.0969828994400494,5.72172737121582,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.0491061,3.2293437,3.3740177,3.6260026,3.6185312,2.631128,3.2822373,2.8245614,3.063159,3.090217,2.9865444,3.1695597,4.1442456,3.310838,-0.18023741,-0.14467405,-0.25198495,0.0074715205,0.98740304,-0.65110934,-0.39665902,0.9948746,0.33629373,1.636228,-1.2185876,-2.8548155,-1.0133048,0.09739346,7.0,7.0,,0.5901983105883247,1.5702519070838343,2.508031539743844,3.938241308309176,4.249472583619858,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
146,equal_burden,untested,0.9315592,0.015456401,99.83963,gdn,65939,467752,189.0807686411874,62.27091535006235,436626,2,25.207591830756776,79.9039603040393,0.1026276325071677,2.000966787338257,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,2.9779806,2.621877,1.8807182,2.0310903,1.8932525,1.3584025,1.3074547,3.459449,4.062077,4.425304,4.454561,4.7175407,5.274917,5.074012,0.35610372,0.74115884,-0.15037209,0.13783777,0.53485006,0.050947763,0.59078676,0.6726878,0.58579785,-2.3585532,-2.5872717,-0.22871862,-0.9887357,0.11861327,7.0,7.0,,0.5743236647365199,1.5847758083734789,14.161433762516909,22.44269763872021,24.65758357530626,True,,gdn-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,False
147,equal_burden,untested,0.9309895,0.012386242,99.8392,primer-cosmos-west,61528,382280,150.12502258896774,2.289585507371763,355095,1,27.324573200909,14.20586309010094,0.092598689025157,7.019079208374023,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,5.995767,5.5013213,4.4408464,4.710629,4.0694637,3.3020077,3.4178612,-0.31693748,0.7706188,2.1436143,2.0195248,3.0896664,3.7921715,3.3480384,0.49444565,1.0604751,-0.26978233,0.64116526,0.76745594,-0.11585366,0.79069275,1.4086212,0.65160227,-2.9461935,-2.7842534,0.16194001,-1.0333952,0.07395381,5.0,5.0,,0.5980174372944043,1.4950652119694845,2.225682466885889,3.3275404291315165,3.7217685105562976,True,,primer-cosmos-west-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
148,equal_burden,untested,0.93097687,0.013536162,99.83899,primer-cosmos-west,34897,349550,150.09640181238578,2.229934802739038,325516,1,26.74864355018865,17.741782696979705,0.1000814453040873,5.679089546203613,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.2675824,3.3458169,3.5404036,3.5274122,3.5330424,2.7789,2.846306,2.700781,2.703011,2.7207873,2.8782763,3.348512,3.9776783,3.5698628,-0.07823427,-0.19458687,0.012991384,-0.005630101,0.7541424,-0.06740625,-0.18159549,0.7485123,0.68673617,0.80936235,-3.0807319,-3.8900943,-0.9996464,0.10770253,7.0,7.0,,0.4914768517726084,1.887941539661032,3.471484928599738,6.553960601010656,7.063374228265566,True,,primer-cosmos-west-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
149,equal_burden,untested,0.93089235,0.029666524,99.83877,ceers-full,14280,601408,214.9634240131008,52.84503268955548,562903,1,26.239335081234167,34.06135904207852,0.1147432400336023,6.096400260925293,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.338735,3.0206811,2.9900424,2.8518484,2.8003633,1.8954798,2.3384185,3.1551108,3.9314632,3.452659,3.836322,3.9704456,4.9613957,4.221526,0.31805396,0.030638691,0.13819394,0.051485073,0.9048836,-0.4429388,0.16883263,0.9563687,0.4619448,-0.9970901,-1.4048414,-0.4077513,-0.94027287,0.1582688,7.0,7.0,,0.4948393392626959,1.7993967525785877,4.581038779156481,8.24310630265075,9.257628518343283,True,,ceers-full-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999993,False,False,False
150,equal_burden,untested,0.93045,0.013910135,99.838554,ceers-full,38405,609693,214.999191332802,52.918315394933465,570780,1,25.2839207395285,86.76736434566196,0.0952580427956112,2.710632562637329,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.5576248,3.3030095,2.9051015,2.1972861,2.0270085,1.7549214,1.3837628,3.102912,3.6225262,3.650649,4.505958,4.8344135,5.2126126,5.156411,0.2546153,0.3979081,0.70781547,0.17027737,0.27208725,0.3711585,1.1057236,0.44236463,0.64324576,-4.4743986,-3.2863715,1.1880274,-1.0210984,0.07744333,7.0,7.0,,0.5662309170263922,1.6152801546068627,14.175585421737464,22.89754181166688,25.03499013473462,True,,ceers-full-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999993,True,True,False
151,equal_burden,untested,0.9301192,0.019314833,99.83834,primer-uds-north,2565,22104,34.25371072247165,-5.206839437462894,21036,1,25.99145002719016,14.010756560992494,0.1147870521754643,6.349544048309326,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.0533245,2.2817404,2.7868996,2.7966647,2.3809896,1.7955663,2.0908692,2.3567002,3.1007037,2.8295884,3.0189736,3.560565,4.0830483,3.3342438,0.7715841,-0.5051592,-0.0097650895,0.41567504,0.5854233,-0.2953029,-0.5149243,1.0010984,0.29012042,0.9937163,-2.230947,-3.2246633,-0.9401071,0.16724187,7.0,7.0,,0.4399947790445747,1.9887799935967445,5.614262890669218,11.165533715755569,12.759839793690942,True,,primer-uds-north-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
152,equal_burden,untested,0.9295469,0.015396034,99.83749,primer-uds-north,83027,138549,34.49101358920479,-5.086630981780307,132575,1,25.956607179695112,19.305435301542023,0.1037781432390556,6.519639015197754,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.4572167,2.7841759,2.677513,2.8172853,2.2392173,1.4819031,2.0560625,2.0576665,2.6674602,2.9334192,3.0194595,3.8189104,4.5477242,3.654204,0.6730409,0.10666289,-0.1397724,0.5780681,0.7573142,-0.57415944,-0.033109505,1.3353823,0.1831548,-0.6602186,-1.9763665,-1.3161479,-0.9838941,0.12345486,7.0,7.0,,0.5262203048324319,1.6962105411299109,7.05999159274897,11.97523215990935,13.416418043764264,True,,primer-uds-north-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
153,equal_burden,untested,0.9291886,0.012308343,99.83727,primer-uds-south,49248,134155,34.48205578971091,-5.23955343150629,128353,1,27.386296066007432,12.224191092986777,0.0820679876713217,4.857516288757324,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.833991,4.878543,4.7060223,4.773993,3.7935412,3.4043992,3.4787843,1.0932943,1.5330716,1.8437136,1.9219923,3.100236,3.5736473,3.198233,-0.04455178,0.17252088,-0.067971,0.980452,0.38914195,-0.074385084,0.104549885,1.369594,0.31475687,-0.28292894,-1.5309858,-1.2480569,-1.0858262,0.024872081,7.0,5.0,,0.6058863145642994,1.5238469392547869,2.147775220742151,3.272880696335201,3.544848545203804,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
154,equal_burden,untested,0.9280127,0.014755583,99.83641,primer-uds-south,16776,136195,34.48631953638294,-5.292315967750305,130311,1,26.62748699914663,24.217537102093345,0.07908911391944,3.4604151248931885,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,5.31087,4.9222813,5.0512314,3.559127,3.1517658,3.0510314,2.725616,0.60037214,1.4660703,1.4541835,3.080653,3.7730534,3.952433,3.8806503,0.38858885,-0.12894976,1.4921042,0.4073613,0.100734405,0.3254154,1.3631544,0.5080957,0.42614982,-6.4210434,-2.145344,4.275699,-1.1018833,0.008815007,6.0,4.0,,0.6252510060916044,1.5292200385349235,4.637569409054614,7.09186407042288,7.417132261879434,True,,primer-uds-south-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
155,equal_burden,untested,0.9274573,0.011418312,99.83598,primer-uds-north,36443,142423,34.49856842923535,-5.154175735282453,136290,1,26.63996191141512,19.430391969325463,0.0827285511370332,5.166412353515625,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,4.3988514,4.59015,4.486265,3.997077,3.1891525,3.7193067,2.7380476,1.7253715,1.5778195,1.8758429,2.5247657,3.5698917,3.150632,3.6606472,-0.19129853,0.103884615,0.48918825,0.80792457,-0.5301543,0.98125935,0.5930729,0.27777025,0.451105,-1.5625832,-2.280415,-0.7178318,-1.0823445,0.025004385,7.0,5.0,,0.574787892277917,1.5674339148826173,4.383952011845364,6.871555064584305,7.627077867753117,True,,primer-uds-north-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
156,equal_burden,untested,0.9271606,0.01435263,99.83577,primer-uds-north,5507,23281,34.256870968899605,-5.201541924545604,22165,1,19.90368312057725,2055.9568078402563,0.1176616890374034,0.6642786264419556,True,8,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,-0.753903,-1.0689305,-1.7531664,-2.3732724,-2.8467143,-3.4233892,-3.996317,5.6585407,5.9908786,6.729061,7.3419704,7.7688575,8.118012,8.321644,0.31502756,0.6842359,0.6201061,0.47344184,0.57667494,0.5729276,1.304342,1.0501168,1.1496025,-4.846605,-5.7247796,-0.87817436,-0.9293649,0.17798404,7.0,7.0,,0.5259043344437788,1.7177794097014794,1663.1291745622875,2856.889051736915,3162.4176977382995,True,,primer-uds-north-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,False,False
157,equal_burden,untested,0.92667913,0.017139142,99.835556,gds-sw,18871,158064,53.0377668070391,-27.89034144310049,150986,1,26.85715393278597,68.86188481058291,0.0912394195927582,5.461877822875977,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.5241034,3.2654278,3.3889775,3.2738538,3.2517424,2.4459062,2.9543014,4.2833223,4.6380644,4.5507007,4.665395,4.8609304,5.4011703,4.9253025,0.25867572,-0.1235498,0.11512382,0.02211136,0.80583626,-0.5083953,-0.008425976,0.8279476,0.29744095,-0.41256943,-1.4871904,-1.074621,-1.0398175,0.06753148,7.0,7.0,,0.534838200253842,1.6888994206779968,3.258642143663816,5.503518828630725,6.092762525409025,True,,gds-sw-grizli-v7.0-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
158,equal_burden,untested,0.9266408,0.013238592,99.83534,primer-uds-north,39359,89980,34.38823308770491,-5.150353794727621,85915,1,26.89086085459341,14.4558837235188,0.0888459372712895,5.634453773498535,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,3.3672812,3.698306,3.8866737,3.6769311,3.6050148,2.891463,2.9878263,2.8196833,2.5332522,2.552591,2.9139163,3.142188,3.8697917,3.365443,-0.33102506,-0.18836765,0.20974262,0.07191629,0.71355194,-0.096363395,0.021374969,0.7854682,0.6171885,0.87441176,-2.7047124,-3.5791242,-1.0513624,0.05598654,7.0,7.0,,0.5842790742479079,1.551775642974064,3.3859497172423647,5.25423429955162,5.795089823473151,True,,primer-uds-north-grizli-v7.2-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
159,equal_burden,untested,0.9265483,0.014019462,99.83513,gds-sw,21906,152739,53.01446126329616,-27.885489988330907,146129,1,26.758613532408283,71.71300935247443,0.1044952766677685,7.242180824279785,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,5.577021,3.68032,3.4882302,3.7682571,3.738973,3.761191,2.856233,1.4171597,4.1873503,4.3971677,4.1772027,4.4750705,4.4028735,4.965868,1.8967012,0.19208981,-0.28002697,0.02928432,-0.022218078,0.90495795,-0.087937176,0.007066244,0.8827399,-0.6557171,-4.8390465,-4.183329,-0.9809033,0.12644562,7.0,6.0,,0.5422336415043141,1.6466980473784758,3.3197503733079974,5.4666264575102455,6.122361504716016,True,,gds-sw-grizli-v7.0-f444w-clear_drc_sci.fits,0.0399999999999996,True,True,True
160,equal_burden,secure z>3 (V untested),0.9257089,0.014931221,99.83448,primer-cosmos-west,63242,330045,150.08160955879214,2.2937529235410605,308313,1,25.133610297815768,91.9442118023288,0.1226247784730122,5.671898365020752,False,0,False,,,3,0,0,3,3.0,5.733410800000001,G140M;G235M;G395M,bluejay-south-v4_g140m-f100lp_1810_11247.spec.fits;bluejay-south-v4_g235m-f170lp_1810_11247.spec.fits;bluejay-south-v4_g395m-f290lp_1810_11247.spec.fits,False,False,False,False,False,False,False,False,False,False,2.7421618,2.0898046,2.1456776,1.8869281,1.6352723,0.6370996,1.2334906,3.3088298,4.2413297,4.332963,4.641293,5.11438,5.820546,5.214359,0.65235704,-0.055872962,0.25874946,0.25165588,0.9981726,-0.59639096,0.20287651,1.2498285,0.40178162,-1.3844558,-1.8865764,-0.5021206,-0.9114218,0.1959272,7.0,7.0,,0.4349830284146633,2.0421289723934573,11.934359549751823,24.371501403508734,27.436379743935586,True,,primer-cosmos-west-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,False,False,False
161,equal_burden,untested,0.9251557,0.017918497,99.83427,ceers-full,75404,574135,214.8632472625013,52.90486028081799,537080,1,25.574921073610792,52.82448427049548,0.0903615844545192,1.1021041870117188,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,2.3578799,1.668776,1.8876296,2.4337265,2.4506562,2.0842874,1.6746513,4.1815076,4.9258795,4.578434,4.3399262,4.4725995,4.797123,4.6602116,0.6891038,-0.2188536,-0.5460969,-0.016929692,0.36636883,0.40963614,-0.7649505,0.3494391,0.77600497,1.2231867,-3.8948107,-5.1179976,-1.0440161,0.054525517,7.0,7.0,,0.5676631323845927,1.6229499009866308,11.070826750688475,17.967397178870005,19.502458622216764,True,,ceers-full-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999993,True,True,False
162,equal_burden,secure z>3 (V untested),0.92380446,0.014589233,99.83341,ceers-full,71893,565084,214.8245409893102,52.86885893237702,528503,1,27.032460252614776,21.94610680384598,0.0804163852667768,5.760770320892334,False,0,False,,,3,0,0,3,3.0,6.100539346293438,G140M;G235M;G395M,ceers-v4_g140m-f100lp_1345_428.spec.fits;ceers-v4_g235m-f170lp_1345_428.spec.fits;ceers-v4_g395m-f290lp_1345_428.spec.fits,False,False,False,False,False,False,False,False,False,False,3.1384103,3.7494528,3.934832,3.7181754,3.7232568,2.9260962,3.1285264,3.635247,3.330877,3.0542307,3.3934467,3.630382,4.3624744,3.7822556,-0.61104256,-0.18537936,0.21665668,-0.0050813733,0.7971605,-0.20243005,0.03127734,0.79207915,0.59473044,1.7698314,-2.7128296,-4.4826612,-1.0946554,0.003886226,7.0,7.0,,0.6720714391495906,1.4493425236748336,3.654103920437972,5.296048197817674,5.437076637361221,True,,ceers-full-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999993,True,True,True
163,equal_burden,untested,0.92322755,0.018857192,99.832985,primer-cosmos-west,75343,342909,150.09159388942075,2.324901451177097,319686,1,27.372512684568623,12.783137741986224,0.0988263609625667,7.044177532196045,False,0,False,,,0,0,0,0,,,,,False,False,False,False,False,False,False,False,False,False,5.872949,4.0723195,4.1818438,4.6073704,4.2213964,3.6308746,3.4651873,-0.08443096,2.2135353,2.3073003,1.8664924,2.87771,3.2157369,3.2428005,1.8006296,-0.109524354,-0.4255264,0.3859737,0.5905218,0.16568738,-0.53505075,0.9764955,0.7562092,0.4743297,-3.55781,-4.03214,-1.0051272,0.10222177,6.0,6.0,,0.501481025353247,1.7607664539299932,1.8534337471667932,3.2634639665930543,3.695919991910403,True,,primer-cosmos-west-grizli-v7.4-f444w-clear_drc_sci.fits,0.0399999999999996,True,False,False
