source_id,field,id,ra,dec,y,y_strict,ambiguous,bands_complete,in_hviding25_A1,in_hviding25_B1,in_barro25,in_degraaff26,in_perger25,in_kocevski24,spec_tested,spec_vshaped,mag_f444w,snr_f444w,r_h_arcsec,r_star_v1_arcsec,z_phot,sel_labbe23,sel_kokorev24,sel_kocevski24,sel_perezgonzalez24,sel_barro23,sel_greene24,sel_akins24,picked,region,sky_group,sky_group_size,in_support,oof_score,oof_sel_burden,oof_sel_neg1,oof_sel_05,m_f090w,m_f115w,m_f150w,m_f200w,m_f277w,m_f356w,m_f444w,asnr_f090w,asnr_f115w,asnr_f150w,asnr_f200w,asnr_f277w,asnr_f356w,asnr_f444w,c_f090w_f115w,c_f115w_f150w,c_f150w_f200w,c_f200w_f277w,c_f277w_f356w,c_f356w_f444w,c_f115w_f200w,c_f200w_f356w,c_f277w_f444w,slope_blue,slope_red,v_curv,log_rh,log_rh_over_rstar,n_snr_ge1,n_snr_ge3,f_f090w_ujy,f_f115w_ujy,f_f150w_ujy,f_f200w_ujy,f_f277w_ujy,f_f356w_ujy,f_f444w_ujy,e_f090w_ujy,e_f115w_ujy,e_f150w_ujy,e_f200w_ujy,e_f277w_ujy,e_f356w_ujy,e_f444w_ujy,c_f115w_f200w_ab,c_f150w_f200w_ab,c_f200w_f356w_ab,c_f200w_f444w_ab,c_f277w_f444w_ab,sel_region_matched,sel_region_matched_eight,sel_barro24b,hand_added_barro26
47582,primer-uds-north,49209,34.30582123192057,-5.136478538164039,1.0,False,False,True,False,False,True,False,False,False,True,False,26.659453166122347,11.151205940939464,0.1134320626225017,0.0781,7.164916038513184,False,False,False,False,False,False,False,False,UDS,45424,1,True,0.3568449873426542,False,False,False,5.1378174,4.0658946,4.8064404,3.39192,3.6533754,3.8925264,2.757469,0.6361854,1.6493689,1.1222413,2.6174123,2.659398,2.4698527,3.1066992,1.0719228,-0.7405458,1.4145201,-0.26145515,-0.23915109,1.1350574,0.67397434,-0.50060624,0.8959064,-4.0247784,-4.961111,-0.93633246,-0.94526416,0.16208479,6.0,4.0,0.006259552516521503,0.022995390179961144,0.010672196504716229,0.0437152726569457,0.03437958255535768,0.027532383868120788,0.07874422872045461,0.009205544112748614,0.009177006089460616,0.007772389121232155,0.006415869292862763,0.004836168034408423,0.004691910001834127,0.007061498921059348,0.6974810212592331,1.5309484456598836,-0.5019734385854637,0.6389638551898258,0.8997953361738102,False,False,False,False
47745,primer-uds-north,21219,34.30611410065456,-5.175112271906241,0.0,False,False,True,False,False,False,False,False,False,True,False,26.55000399478163,30.6475419388593,0.2610921917731501,0.0781,3.695043802261353,False,False,False,False,False,False,False,False,UDS,45570,3,True,0.0100635466588385,False,False,False,3.3004324,3.287681,3.2428598,2.5586886,2.3205159,2.5357199,2.6483812,3.4608057,3.0756066,3.1448,2.703511,4.1926613,4.3856087,4.115966,0.0127514405,0.044821188,0.6841714,0.23817256,-0.2152038,-0.11266148,0.7289926,0.022968754,-0.3278653,-1.3350226,1.6598356,2.994858,-0.5832061,0.52414286,7.0,7.0,0.047374800491041986,0.04809451885197531,0.050146325294253946,0.09461628950819989,0.11792134847328774,0.09670625436114612,0.08709603853996385,0.002978496711863958,0.004449723873179849,0.004328191161373181,0.012729994072116953,0.0035634596234305742,0.0024093859905071507,0.002841860489618293,0.7346758208726644,0.6893169977382358,0.023721624503871434,-0.08991877644434022,-0.3289850869264189,False,False,False,False
47840,primer-uds-north,15453,34.30628919500452,-5.183419611291957,0.0,False,False,True,False,False,False,False,False,False,True,False,24.62597385696672,28.421557335450224,0.2636613803835301,0.0781,5.241318225860596,False,False,False,False,False,False,False,False,UDS,45670,1,True,0.0127581148114137,False,False,False,1.0090312,0.7684321,0.8943661,0.9083082,0.5979366,0.8264843,0.7259269,3.565507,3.8157527,3.8904836,4.0824175,4.599654,4.4556446,4.0406046,0.24059914,-0.12593403,-0.013942083,0.3103716,-0.22854775,0.10055747,-0.13987613,0.08182385,-0.12799028,0.023475233,1.0224007,0.9989255,-0.5789535,0.5283955,7.0,7.0,0.39475257813025516,0.4927197003273009,0.438751955633691,0.4331616687485418,0.5765234024454075,0.4670842402950916,0.5124015764407761,0.022347167399893713,0.02171101759377384,0.017939690141396687,0.01461612408817419,0.011595418146747789,0.010849804356666017,0.018028624202152968,-0.1398747719659229,-0.013922617715620386,0.08186299004717218,0.18240109763954443,-0.12801620953275225,False,False,False,False
48061,primer-uds-south,21515,34.30666652018283,-5.284227357766678,0.0,False,False,True,False,False,False,False,False,False,True,False,26.41018827594497,16.98138526770547,0.132503903675489,0.0775,3.4913330078125,False,False,False,False,False,False,False,False,UDS,45878,1,True,0.0065912002492338,False,False,False,3.0784273,2.9122696,2.777679,2.3415601,2.3282976,2.4399889,2.5089333,2.9350917,3.088663,3.382802,3.981774,4.095575,4.0494576,3.5261307,0.16615777,0.13459054,0.43611878,0.013262663,-0.11169134,-0.068944454,0.5707093,-0.098428674,-0.1806358,-2.3549325,0.942592,3.2975247,-0.8777713,0.23292696,7.0,7.0,0.0583163911301492,0.06818301713066414,0.07723595010479826,0.1156116191610438,0.11707843058764851,0.10563031039073727,0.09906601410547976,0.0062137522539287195,0.006226146985643638,0.005250711052997157,0.004314396310448943,0.003898896172532346,0.003683777796368307,0.005833800514135888,0.5733131713646894,0.43795497571178943,-0.09803231912425507,-0.16769198494397533,-0.18138050637574266,False,False,False,False
48137,primer-uds-south,28515,34.30679100639336,-5.272538991952468,0.0,False,False,True,False,False,False,False,False,False,True,False,26.573736449946328,19.05529141979254,0.0944519725512008,0.0775,3.3750433921813965,False,False,False,False,False,False,False,False,UDS,45953,1,True,0.0324314928493384,False,False,False,3.5370007,3.1273139,2.9267125,1.8874317,2.4014168,3.017974,2.6720414,2.712035,3.089159,3.447405,4.584453,4.3164577,3.7836826,3.6411798,0.4096866,0.20060141,1.0392808,-0.51398504,-0.616557,0.3459324,1.2398822,-1.130542,-0.27062458,-5.6583843,2.236164,7.8945484,-1.024789,0.08590933,7.0,7.0,0.037893517035768924,0.055842973952642934,0.06727522764452222,0.1757377758505659,0.1094459696892664,0.06197037907851195,0.08521291459362809,0.00505466301237552,0.00509677539178778,0.004286830731008567,0.0035887053813279356,0.002922088299172271,0.0028197223103260624,0.004471876746273127,1.2447414669568098,1.042524874110248,-1.1317024321548357,-0.7858992640439609,-0.27173588357465195,False,False,False,False
48184,primer-uds-north,14160,34.30687602119222,-5.185486214580192,0.0,False,False,True,False,False,False,False,False,False,True,False,28.495104114393023,1.5523201730691056,0.1055933305564633,0.0781,5.107156753540039,False,False,False,False,False,False,False,False,UDS,46000,1,True,0.0531061241785041,False,False,False,4.0245085,4.9117327,5.954253,4.7833133,3.6610339,4.4251184,4.5408187,1.4195873,0.73209614,0.04839753,1.168697,2.3738124,1.7697071,1.2234392,-0.88722384,-1.0425205,1.1709397,1.1222793,-0.7640843,-0.11570049,0.12841927,0.35819504,-0.87978476,2.4675024,5.5045156,3.037013,-0.97636354,0.13098545,5.0,1.0,0.023644218519270815,0.00944270263906486,0.00047015378851444244,0.011263769966055853,0.034135296323105475,0.016653716551741294,0.014519723770701794,0.012145172390038867,0.011814196033470495,0.00971062554105702,0.007749343645379462,0.006413318735618481,0.005844690108171669,0.009353562507658921,0.1914686475677185,3.4486095812681365,0.4245684902899382,0.2756864542947438,-0.9281133075073535,False,False,False,False
48358,primer-uds-south,28804,34.307162051416455,-5.272084134742789,0.0,False,False,True,False,False,False,False,False,False,True,False,27.04590252108974,10.461318738164104,0.1466474425550671,0.0775,4.024199962615967,False,False,False,False,False,False,False,False,UDS,46165,1,True,0.009695502705605,False,False,False,3.563903,3.6527824,3.812465,3.0572195,2.5816822,2.7688487,3.1418705,2.5196779,2.4271605,2.4541469,3.360258,4.0059586,3.8544679,3.0431082,-0.088879265,-0.15968265,0.7552456,0.47553715,-0.18716644,-0.3730218,0.595563,0.2883707,-0.56018823,-1.8874303,2.2931812,4.1806116,-0.8337255,0.2769728,7.0,7.0,0.03693720794899574,0.034144528728886694,0.0293426365617133,0.05966385909198886,0.09268331846804957,0.07799464551995673,0.05516187141349073,0.005984588759204647,0.006076410719651529,0.005080727850450338,0.004148812918029033,0.003376056984488105,0.0033060975061113135,0.005272936691265683,0.6059755437216164,0.770530514660235,0.29088362057394146,-0.08518087195492535,-0.5634064586839347,False,False,False,False
48780,primer-uds-south,70188,34.307906828440984,-5.201381760874741,0.0,False,False,True,False,False,False,False,False,False,True,False,26.31897108216206,12.497393027067778,0.1506304361591647,0.0775,5.150241851806641,False,False,False,False,False,False,False,False,UDS,46563,1,True,0.0329226162730062,False,False,False,3.0373776,2.9288306,3.183742,2.878334,2.1168056,2.508212,2.41791,2.2839448,2.4045281,2.3951747,2.880504,3.911757,3.5979707,3.2202642,0.10854682,-0.25491127,0.3054079,0.7615285,-0.39140642,0.090302065,0.05049662,0.37012208,-0.30110437,-0.39953142,2.0935328,2.4930642,-0.8220873,0.28861102,7.0,7.0,0.060592363039070195,0.06714409163838907,0.05298549713427536,0.07041402937114338,0.142278583593509,0.09919056962750374,0.10774858291690428,0.012475981712733236,0.012227028153079602,0.009740913691702253,0.007926318621236177,0.00569493716862971,0.0054355964652994,0.008621684753254893,0.05162848564376592,0.3087554591200058,0.3720279680708805,0.4618809251156163,-0.3018199148193291,False,False,False,False
49164,primer-uds-north,47996,34.30853752733922,-5.138358918033807,0.0,False,False,True,False,False,False,False,False,False,True,False,27.10729772249622,14.335750405934558,0.2614460167978628,0.0781,0.8994896411895752,False,False,False,False,False,False,False,False,UDS,46923,1,True,0.0063578965496171,False,False,False,2.9133785,2.8072774,2.873583,2.663315,2.8436687,2.7646368,3.202786,3.713839,3.567669,3.537899,2.874181,2.9446933,4.0525413,3.357118,0.10610096,-0.066305526,0.21026787,-0.18035361,0.07903202,-0.43814924,0.14396235,-0.101321585,-0.3591172,-0.4253178,2.5020509,2.9273689,-0.582618,0.524731,7.0,7.0,0.06800739187567192,0.07514885646611198,0.07067133638582167,0.0859006474892685,0.07277881248931606,0.0782983578959316,0.052129182105310985,0.003318521473964512,0.004245017758062268,0.00411292292745798,0.009731329168041317,0.007680243738897536,0.002722184104960924,0.0036363064805963077,0.14518515263600348,0.2118828338996529,-0.10060945861627688,-0.5422888160078744,-0.36231013512490085,False,False,False,False
49367,primer-uds-north,16442,34.30883863926743,-5.181765292366881,0.0,False,False,True,False,False,False,False,False,False,True,False,25.58242990332872,23.11954108059147,0.174153863754854,0.0781,5.004690170288086,False,False,False,False,False,False,False,False,UDS,47120,1,True,0.0191184744752866,False,False,False,1.762842,1.8833693,1.9535621,1.9942716,1.5826291,1.6772925,1.6821563,3.3689573,3.2440815,3.4330692,3.605005,4.303698,4.2749057,3.8342927,-0.120527305,-0.070192836,-0.04070945,0.4116425,-0.0946633,-0.0048639593,-0.11090229,0.3169792,-0.099527255,0.64586616,0.5890617,-0.056804497,-0.7590669,0.34828207,7.0,7.0,0.19706631813344863,0.1763761208715332,0.16532265983140862,0.15925530703413843,0.2327537499664261,0.21331926021978898,0.21233815461031286,0.013584316916556167,0.013779843247049426,0.010686914312726918,0.008665851598522728,0.0062941020652596096,0.005937125974753955,0.00918435854198541,-0.11086468252467344,-0.04059617551509463,0.31734038799161746,0.31233531240652995,-0.09967162022915683,False,False,False,False
49687,primer-uds-south,49368,34.309394636252854,-5.239397602690762,0.0,False,False,True,False,False,False,False,False,False,True,False,27.13876510723332,7.96062458003096,0.1276448584756059,0.0775,4.100393772125244,False,False,False,False,False,False,False,False,UDS,47425,1,True,0.006537207725255,False,False,False,2.7104547,2.8163707,2.7812786,2.3160322,2.0003114,2.435821,3.233986,2.9244385,2.8646047,3.1055915,3.7352467,4.353611,3.988471,2.7715764,-0.10591585,0.035092074,0.46524635,0.3157208,-0.4355097,-0.7981647,0.50033844,-0.11978891,-1.2336744,-1.5170348,4.6658955,6.18293,-0.89399666,0.21670163,7.0,7.0,0.08210682928791589,0.07451871807575511,0.07697900363527425,0.11836679607767148,0.1584031820133796,0.10603697166228084,0.05064003032811945,0.008842921504488668,0.008523676985852036,0.006910881158671882,0.005653407669242108,0.004074896315555182,0.003930659563361884,0.006361313715904752,0.502411292885283,0.4671440170520292,-0.11943144072628153,-0.9218398382296256,-1.2381748609252747,False,False,False,False
49696,primer-uds-south,59526,34.30940423353064,-5.221955763519,0.0,False,True,True,False,True,False,False,False,False,True,False,25.081215855388987,55.70424201662574,0.1290734286836392,0.0775,4.033506870269775,False,False,False,False,False,False,False,False,UDS,47432,1,True,0.0275434237221493,False,False,False,1.6486229,1.6561128,1.5855749,1.1816473,0.8646976,0.9631092,1.1811072,4.03909,4.0710077,4.312763,4.8878455,5.3727055,5.346891,4.713284,-0.0074899085,0.070537895,0.40392753,0.31694973,-0.098411605,-0.217998,0.47446543,0.21853812,-0.31640962,-1.6478739,1.3491602,2.997034,-0.88916314,0.22153515,7.0,7.0,0.21895137092559025,0.2174778888162235,0.23208487157679913,0.3367416971457843,0.45092800007104006,0.41185289059077,0.336909810832179,0.0077153902763825374,0.007422588084828262,0.006219357864244227,0.00507676806962298,0.004186106494386063,0.003923347631230605,0.006048189484952032,0.4747044699136723,0.40412516105082924,0.21861305514978457,0.0005419036919286459,-0.3164838638084191,False,False,False,False
49815,primer-uds-north,16638,34.309584961702306,-5.181448136156497,0.0,False,False,True,False,False,False,False,False,False,True,False,27.3753492506616,5.087147858571436,0.143090069511706,0.0781,8.8790283203125,False,False,False,False,False,False,False,False,UDS,47543,1,True,0.117536299347912,False,False,False,5.5913773,7.122499,3.750257,4.3341765,4.2886753,4.408943,3.4679859,0.16574493,-0.7565447,1.9451097,1.6112971,1.9642868,1.9070132,2.3293877,-1.5311219,3.3722422,-0.5839194,0.04550117,-0.120268,0.94095725,2.7883227,-0.07476683,0.82068926,-3.5995457,-4.4775453,-0.8779998,-0.8443905,0.26295847,5.0,4.0,0.0019305125953801314,-0.00934254657181879,0.031131663229722356,0.017839252652709563,0.018919629114715907,0.01691341692108994,0.04072492561526308,0.011594332800935327,0.011245136856069227,0.00908764254950372,0.007418067720579298,0.00541367483344006,0.005137401268570038,0.008005453497217473,,-0.6045641685805471,-0.057863254608343115,0.8962091084874156,0.832369202869928,False,False,False,False
50053,primer-uds-north,1495,34.31000089952777,-5.209196073683211,0.0,False,False,True,False,False,False,False,False,False,False,False,26.204807494903072,10.008725673213922,0.1886026643410875,0.0781,7.048184871673584,False,False,False,False,False,False,False,False,UDS,47689,2,True,0.0276964876957838,False,False,False,3.8590662,2.208762,2.1373527,2.4347732,2.5263197,2.362441,2.3039474,1.5081338,3.0392797,3.2610216,3.192142,3.352713,3.5407548,2.999091,1.6503044,0.07140914,-0.29742053,-0.091546506,0.16387856,0.058493767,-0.2260114,0.072332054,0.22237232,0.49440506,-1.2029377,-1.6973428,-0.7244522,0.38289678,7.0,6.0,0.02781568672370667,0.13064964956071834,0.13954629913996142,0.10608307854761194,0.09753897087555662,0.11345833237079188,0.1196952736699006,0.012946656769539863,0.012536958565472453,0.010718742260290478,0.008731323982568864,0.0068340057447375735,0.006584173502248268,0.011959092253895796,-0.22615533656669531,-0.2976805216578037,0.07297570351564223,0.1310772187526848,0.22224708239748697,False,False,False,False
50182,primer-uds-north,44208,34.310190060227335,-5.143685983963334,0.0,False,False,True,False,False,False,False,False,False,False,False,26.933820076878625,47.06364061719884,0.1445731202046503,0.0781,5.231835842132568,False,False,False,False,False,False,False,False,UDS,47890,1,True,0.073566531495343,False,False,False,3.310986,3.4729977,3.186372,3.429855,2.8028257,3.0372465,3.030537,4.242266,3.6364615,4.096171,3.083747,4.8066545,4.613819,4.5447607,-0.1620115,0.2866257,-0.24348328,0.62702954,-0.23442072,0.006709583,0.043142434,0.3926088,-0.22771113,-0.29098877,1.2464775,1.5374663,-0.8399125,0.26743653,7.0,7.0,0.04690741639702819,0.04044002478443233,0.05285591788927284,0.04219592216091191,0.07557539556799361,0.06087688828690887,0.06116063266571002,0.0013488650312762412,0.0021322974406179744,0.0017591357079235644,0.0038721990110427208,0.0012357648642898238,0.0012071714609761992,0.001299530420163875,0.046147673567903905,-0.24455784155066657,0.39795490730053623,0.40300371684193603,-0.22977114935298956,False,False,False,False
50256,primer-uds-south,21410,34.31031318155365,-5.284397433363235,0.0,False,False,True,False,False,False,False,False,False,True,False,27.310097598933588,8.528130783557515,0.1039546146712681,0.0775,7.036526679992676,False,False,False,False,False,False,False,False,UDS,47962,1,True,0.029645702165988,False,False,False,3.9511974,3.521541,3.2241075,3.4595957,3.5616899,3.6487522,3.4035606,2.0432577,2.4728703,2.9160955,2.87006,3.106992,3.08196,2.8399372,0.4296562,0.29743373,-0.23548815,-0.10209421,-0.08706242,0.24519154,0.061945602,-0.18915662,0.15812913,-0.79609495,-0.57459193,0.22150305,-0.9831562,0.12754206,7.0,7.0,0.02541938164532407,0.03863838101733803,0.05103042647281904,0.04104089482531856,0.03744041950141948,0.03455366252289511,0.04324749532751592,0.0067015696403105425,0.006564405694011415,0.005542301050422375,0.004668677303875455,0.0033565355215914136,0.0031765855395860716,0.005071157610633546,0.06549475111134904,-0.23653094150487758,-0.18680683488894995,0.05686034795969808,0.15655063569484876,False,False,False,False
50370,primer-uds-north,43046,34.310456186135944,-5.145657682816373,0.0,False,False,True,False,False,False,False,False,False,True,False,25.93312618748593,50.7461608926804,0.1975807258138631,0.0781,5.646568775177002,False,False,False,False,False,False,False,False,UDS,47995,2,True,0.0829815927259575,False,False,False,2.0318582,1.8793458,1.9954739,2.2220213,2.0358064,1.8223505,2.0326045,4.6774898,4.587173,4.621146,3.3228838,4.9025626,4.698054,4.62008,0.15251245,-0.11612808,-0.22654743,0.18621483,0.21345592,-0.21025398,-0.3426755,0.39967075,0.0032019378,-0.007040953,-0.23885383,-0.23181288,-0.7042554,0.40309355,7.0,7.0,0.1537605712865542,0.1770315920441993,0.1590553263184403,0.12908955184523566,0.1533057212063732,0.18663393000143064,0.15372677807821786,0.002860912561699669,0.003605303450458759,0.0031309926729750164,0.009319136846932394,0.002277489412620749,0.0034018701298056345,0.0030293282363433194,-0.3428992047532797,-0.22664280978153223,0.400248770331743,0.1896460798066689,0.0029779061022959623,False,False,False,False
50436,primer-uds-south,42814,34.31057568854347,-5.2498971236997685,1.0,False,False,True,True,True,False,True,True,True,True,False,26.39783667953915,20.834901460630647,0.0821803349847432,0.0775,0.8433279991149902,True,False,False,True,True,False,True,True,UDS,48122,2,True,0.9811050504773692,True,True,True,5.5146823,4.0404935,4.449738,5.3866134,4.5003986,3.4280636,2.49661,0.41856164,2.0604064,1.8718162,1.0898739,2.3428874,3.3165534,3.7303522,1.4741886,-0.40924457,-0.936875,0.8862145,1.0723351,0.9314536,-1.3461195,1.9585496,2.0037887,2.2164106,-9.965373,-12.181784,-1.0852321,0.025466206,6.0,5.0,0.002618980111670733,0.023569862168441067,0.01567877216684536,0.005356781082464448,0.015436263751466965,0.04240727469070437,0.100199447810858,0.0060780609713782735,0.00610479272991836,0.0049411163097033105,0.0040617980587946256,0.002992914597245914,0.0030809272669494146,0.004809211505040883,-1.608632861514712,-1.1660203775644964,2.2463411627464205,3.179903574801419,2.0308078441401363,True,True,False,False
50646,primer-uds-north,39057,34.31091013519073,-5.150786473553449,0.0,False,False,True,False,False,False,False,False,False,True,False,28.363783010589987,10.460700935161915,0.1270659084800484,0.0781,5.502414226531982,False,False,False,False,False,False,False,False,UDS,48329,1,True,0.0336642964379363,False,False,False,4.3450313,4.27151,4.606331,4.4952207,4.6814194,4.1552362,4.420507,3.0147395,2.847461,2.6590478,1.8108723,2.7592292,3.4814246,3.0430496,0.07352134,-0.33482084,0.111110225,-0.1861988,0.5261829,-0.26527047,-0.22371061,0.33998406,0.26091242,0.8679457,-0.78341836,-1.6513641,-0.89597094,0.21137801,7.0,6.0,0.017052622476791603,0.01878256150413673,0.013306357471019605,0.015194032907754697,0.012929443327778201,0.021517424431472157,0.01638652239146172,0.001677192501456282,0.002185804064959229,0.0018724641813008486,0.005105291580160341,0.001644514602468119,0.0013251591779147936,0.0015664841670772881,-0.23020439236773851,0.1440346905764241,0.3777930593313189,0.08203433271229535,0.2572674221584682,False,False,False,False
50651,primer-uds-south,39746,34.3109149662334,-5.254387620124461,0.0,False,False,True,False,False,False,False,False,False,True,False,27.22759254671619,7.4549599655305725,0.11419027804902,0.0775,6.595730304718018,False,False,False,False,False,False,False,False,UDS,48333,1,True,0.0678754494279763,False,False,False,3.893962,3.1040018,3.1847456,3.1518428,3.1336756,2.5276384,3.3219702,1.8556234,2.567764,2.6894252,2.910076,3.3196316,3.8983154,2.706495,0.7899603,-0.08074399,0.03290286,0.018167306,0.6060371,-0.7943318,-0.047841128,0.62420434,-0.18829471,-0.72922266,-2.2114778,-1.482255,-0.9423709,0.16832742,7.0,7.0,0.02688544528034843,0.05706662273137826,0.052936009201835534,0.05465057386958711,0.05567104445007482,0.09742959597055416,0.04666196045819749,0.00861805728071651,0.008806620699938636,0.007224149358725392,0.005971525633808284,0.0040320893676480014,0.0039525979733972755,0.006259183238266597,-0.046968611381080105,0.034608823948655866,0.6277404371889962,-0.1715793634865983,-0.19166596978096068,False,False,False,False
50671,primer-uds-south,58078,34.31094090005988,-5.224352881731087,0.0,False,False,True,False,False,False,False,False,False,True,False,27.60505215031052,6.531800300044001,0.1180750064696298,0.0775,5.557103633880615,False,False,False,False,False,False,False,False,UDS,48352,1,True,0.0442477216692021,False,False,False,3.7087066,3.7340484,3.5594854,3.7159061,3.760404,3.3391006,3.6938694,2.2779613,2.2984133,2.6376054,2.6948051,2.9725268,3.3838053,2.5756385,-0.025341684,0.17456302,-0.15642083,-0.0444979,0.42130333,-0.35476872,0.018142192,0.37680542,0.0665346,-0.037525576,-1.3810694,-1.3435439,-0.927842,0.18285628,7.0,7.0,0.03216532707597574,0.0316161679096413,0.03728254080978811,0.0322779434120323,0.03111540319586372,0.046049764862599304,0.03295938806744161,0.0066634368389786635,0.006414348663503833,0.00536124883958288,0.004381102820247911,0.003192951041955656,0.003127442698344047,0.005045988326865961,0.022491566189059255,-0.15649911509675168,0.3858039027183312,0.02268321000269599,0.06250926724120445,False,False,False,False
50898,primer-uds-north,22590,34.31126130096859,-5.173533483238837,0.0,False,False,True,False,False,False,False,False,False,True,False,26.67683013945533,41.30403707763826,0.1190745605168574,0.0781,4.626525402069092,False,False,False,False,False,False,False,False,UDS,48571,1,True,0.089923801697072,False,False,False,2.9438045,2.865054,2.7939947,2.6137671,1.9559201,2.2910242,2.7747815,2.4527364,3.9614255,2.9406486,3.1573884,5.2560897,4.8857493,4.4142537,0.07875057,0.07105913,0.1802276,0.657847,-0.33510417,-0.48375726,0.25128672,0.32274282,-0.8188614,-0.99582154,3.7697258,4.7655473,-0.924181,0.18316795,7.0,7.0,0.06610963967122686,0.07123289928053335,0.07607804345164496,0.08992382614324415,0.16501718576928007,0.1211786788012398,0.07749397605591822,0.011463393518690057,0.0027129558024374906,0.008061127439464534,0.007663988726203831,0.0017213934156192151,0.0018307417757100995,0.0018761840618691714,0.2529853904536984,0.1815386056248462,0.3238785895692797,-0.16151708268089707,-0.8206530802340094,False,False,False,False
50973,primer-uds-south,36606,34.31141309076636,-5.259414358012782,0.0,False,False,True,False,False,False,False,False,False,True,False,25.71607460156992,24.93047922676134,0.141141974945045,0.0775,3.255969524383545,False,False,False,False,False,False,False,False,UDS,48644,1,True,0.0068437034387119,False,False,False,2.2995837,2.2938478,1.9856961,1.7048749,1.7368358,1.9355503,1.8157247,3.3623285,3.3619263,3.8127105,4.273792,4.313652,4.283777,3.9096403,0.0057357787,0.30815172,0.2808213,-0.031960998,-0.19871457,0.11982562,0.588973,-0.23067556,-0.078888945,-1.9766911,0.6900656,2.6667566,-0.8503438,0.2603545,7.0,7.0,0.12008593645452699,0.12078364824718947,0.16049592084578196,0.20793817369570464,0.2019282288022735,0.16814912699524712,0.18774576932707257,0.00833303694884171,0.00838483165368539,0.007093601618099204,0.005793811622517061,0.005406416573499964,0.004638593767162812,0.007530772578392277,0.5898152050658535,0.28117556599816107,-0.23059902103440524,-0.11091016476796392,-0.07906719135217677,False,False,False,False
51026,primer-uds-south,17604,34.31148794947745,-5.290995621288485,,False,True,True,False,True,False,False,True,False,False,False,26.087053847475715,28.54356393242355,0.0989931985075291,0.0775,6.937465190887451,False,False,True,True,False,True,False,True,UDS,48690,1,True,0.9712699593491512,True,True,True,4.4149523,3.4358404,3.6631927,3.276348,3.4071128,2.4404612,2.1863613,1.8330191,2.783691,2.7385063,3.3007774,3.3750103,4.279329,4.044885,0.979112,-0.22735243,0.38684466,-0.13076472,0.96665156,0.25409997,0.15949224,0.83588684,1.2207515,-1.6354686,-4.9653077,-3.3298392,-1.0043947,0.106303655,7.0,7.0,0.015830796409314226,0.04187351418005286,0.033808552316356905,0.04868123217758021,0.043217915559259606,0.10558432003922015,0.13340695176071124,0.005196553508482407,0.00519625203272956,0.004390948259616347,0.003593125590879065,0.0029611081584409076,0.0029256600276855354,0.004673801494324611,0.16355538041967949,0.3958374688266456,0.8405946630856116,1.0945422470581674,1.22378661097239,True,True,True,False
51076,primer-uds-south,62286,34.31158071544705,-5.21695630051181,0.0,False,False,True,False,False,False,False,False,False,True,False,27.4112419677164,5.871043208864824,0.1079501040051838,0.0775,5.076135158538818,False,False,False,False,False,False,False,False,UDS,48663,3,True,0.0764071687343,False,False,False,2.9647098,2.9208176,3.11404,3.5425534,2.3601096,3.2647085,3.5033808,2.676004,2.7586489,2.7707186,2.5832162,3.9750385,3.1979642,2.4703548,0.0438922,-0.19322231,-0.42851356,1.1824439,-0.904599,-0.2386722,-0.6217359,0.27784488,-1.1432712,1.6486813,7.117029,5.468348,-0.9667769,0.14392136,7.0,7.0,0.06483589979150035,0.06764481579156573,0.05653550376390821,0.03797917753458681,0.11369459276762285,0.04933208454852473,0.03940063424954825,0.008968806954138582,0.0086088771321956,0.007108036432963555,0.005770105539272297,0.004271551477720696,0.004036699759142253,0.006711010777446897,-0.6267224072612312,-0.4319392769543526,0.283959778989593,0.03989414339656498,-1.1505914938371147,False,False,False,False
51127,primer-uds-north,54267,34.31167079039939,-5.129386807475494,0.0,False,False,True,False,False,False,False,False,False,False,False,27.07231253720514,7.951045268862899,0.1406545004939648,0.0781,5.297775268554688,False,False,False,False,False,False,False,False,UDS,48786,3,True,0.335960272320001,False,False,False,5.1715136,5.5961866,4.5844383,4.9931006,3.8767126,3.5787032,3.1680808,0.6518338,0.37324888,1.4414729,1.2377229,2.5046422,2.7779536,2.770382,-0.42467317,1.0117486,-0.40866223,1.1163878,0.29800949,0.41062245,0.6030863,1.4143974,0.70863193,-0.90680337,-3.5950196,-2.6882162,-0.8518464,0.2555026,5.0,3.0,0.005910063971227101,0.003136975506601802,0.01362029798921025,0.008917226364757386,0.027910341909966278,0.03687711495754974,0.05383627279933159,0.00845522448004781,0.008212494825389376,0.006826638987588535,0.005647907856063997,0.00459147072155362,0.004602762545735455,0.006770967964446122,1.1342966590996282,-0.45989204479800827,1.541317864356392,1.952112984309179,0.7132745709012877,False,False,False,False
