file,ra,dec,grating,root,version,z_best,grade,cand_rank,sep_arcsec,eligible,secure_lowz,secure_highz
rubies-uds21-v4_g395m-f290lp_4233_164129.spec.fits,34.24468766,-5.1154211,G395M,rubies-uds21-v4,0.9.4.dev7+g92b1aa6,2.990496,3.0,124,1.6153006180895672e-05,False,True,False
rubies-uds21-v4_g395m-f290lp_4233_941203.spec.fits,34.2194726,-5.1277367,G395M,rubies-uds21-v4,0.9.4.dev7+g92b1aa6,6.990467959430704,3.0,85,0.004829395870110193,False,False,True
rubies-uds21-v4_prism-clear_4233_164129.spec.fits,34.24468766,-5.1154211,PRISM,rubies-uds21-v4,0.9.4.dev7+g92b1aa6,2.990496,3.0,124,1.6153006180895672e-05,False,True,False
rubies-uds21-v4_prism-clear_4233_176002.spec.fits,34.20645552,-5.09858815,PRISM,rubies-uds21-v4,0.9.4.dev7+g92b1aa6,-1.0,,1000,1.6702349304186403e-05,False,False,False
rubies-uds22-v4_g395m-f290lp_4233_121875.spec.fits,34.29025236,-5.17420045,G395M,rubies-uds22-v4,0.9.4.dev7+g92b1aa6,2.7915785,3.0,765,2.1356713723483252e-05,False,True,False
rubies-uds22-v4_g395m-f290lp_4233_139055.spec.fits,34.31942644,-5.15090748,G395M,rubies-uds22-v4,0.9.4.dev7+g92b1aa6,5.2221,3.0,447,8.964052765579892e-06,False,False,True
rubies-uds22-v4_g395m-f290lp_4233_146886.spec.fits,34.2848327,-5.14082873,G395M,rubies-uds22-v4,0.9.4.dev7+g92b1aa6,2.1755543,3.0,473,2.1615211364120344e-05,False,True,False
rubies-uds22-v4_prism-clear_4233_121875.spec.fits,34.29025236,-5.17420045,PRISM,rubies-uds22-v4,0.9.4.dev7+g92b1aa6,2.7915785,3.0,765,2.1356713723483252e-05,False,True,False
rubies-uds22-v4_prism-clear_4233_146886.spec.fits,34.2848327,-5.14082873,PRISM,rubies-uds22-v4,0.9.4.dev7+g92b1aa6,2.1755543,3.0,473,2.1615211364120344e-05,False,True,False
rubies-uds22-v4_prism-clear_4233_158912.spec.fits,34.27256338,-5.12303976,PRISM,rubies-uds22-v4,0.9.4.dev7+g92b1aa6,-1.0,2.0,1118,1.5345762986671103e-05,False,False,False
rubies-uds23-v4_g395m-f290lp_4233_164579.spec.fits,34.37283375,-5.11487416,G395M,rubies-uds23-v4,0.9.4.dev7+g92b1aa6,2.91090155,3.0,1102,2.0016712438272083e-05,False,True,False
rubies-uds23-v4_prism-clear_4233_164579.spec.fits,34.37283375,-5.11487416,PRISM,rubies-uds23-v4,0.9.4.dev7+g92b1aa6,2.91090155,3.0,1102,2.0016712438272083e-05,False,True,False
rubies-uds23-v4_prism-clear_4233_972210.spec.fits,34.3724935,-5.1074156,PRISM,rubies-uds23-v4,0.9.4.dev7+g92b1aa6,-1.0,2.0,260,0.012276989175874964,False,False,False
rubies-uds2-v4_g395m-f290lp_4233_40021.spec.fits,34.2514852,-5.24657,G395M,rubies-uds2-v4,0.9.5.dev2+g80b81b4,6.7938473,3.0,605,0.005768807181072884,False,False,True
rubies-uds31-v4_g395m-f290lp_4233_163553.spec.fits,34.37423305,-5.11634219,G395M,rubies-uds31-v4,0.9.5.dev2+g80b81b4,-1.0,,313,1.542536842056731e-05,False,False,False
rubies-uds31-v4_g395m-f290lp_4233_164579.spec.fits,34.37283375,-5.11487416,G395M,rubies-uds31-v4,0.9.5.dev2+g80b81b4,2.91090155,3.0,1102,2.0016712438272083e-05,False,True,False
rubies-uds31-v4_g395m-f290lp_4233_170708.spec.fits,34.380749,-5.1062184,G395M,rubies-uds31-v4,0.9.5.dev2+g80b81b4,-1.0,,67,1.4044521650781043e-05,False,False,False
rubies-uds31-v4_prism-clear_4233_164579.spec.fits,34.37283375,-5.11487416,PRISM,rubies-uds31-v4,0.9.5.dev2+g80b81b4,2.91090155,3.0,1102,2.0016712438272083e-05,False,True,False
rubies-uds32-v4_g395m-f290lp_4233_156165.spec.fits,34.50049639,-5.12726489,G395M,rubies-uds32-v4,0.9.5.dev2+g80b81b4,2.7611399,3.0,236,2.1830019432063322e-05,False,True,False
rubies-uds32-v4_g395m-f290lp_4233_164860.spec.fits,34.47566763,-5.11444508,G395M,rubies-uds32-v4,0.9.5.dev2+g80b81b4,2.6238005,3.0,682,1.9823867312656634e-05,False,True,False
rubies-uds32-v4_g395m-f290lp_4233_170857.spec.fits,34.45459025,-5.10639683,G395M,rubies-uds32-v4,0.9.5.dev2+g80b81b4,2.8832064,3.0,759,9.046913736218156e-06,False,True,False
rubies-uds32-v4_g395m-f290lp_4233_984252.spec.fits,34.4743171,-5.1186825,G395M,rubies-uds32-v4,0.9.5.dev2+g80b81b4,7.073036,3.0,47,0.0055553956455055035,False,False,True
rubies-uds32-v4_prism-clear_4233_136776.spec.fits,34.46761209,-5.15384551,PRISM,rubies-uds32-v4,0.9.5.dev2+g80b81b4,-1.0,,298,5.602002861601089e-06,False,False,False
rubies-uds32-v4_prism-clear_4233_156165.spec.fits,34.50049639,-5.12726489,PRISM,rubies-uds32-v4,0.9.5.dev2+g80b81b4,2.7611399,3.0,236,2.1830019432063322e-05,False,True,False
rubies-uds32-v4_prism-clear_4233_164860.spec.fits,34.47566763,-5.11444508,PRISM,rubies-uds32-v4,0.9.5.dev2+g80b81b4,2.6238005,3.0,682,1.9823867312656634e-05,False,True,False
rubies-uds32-v4_prism-clear_4233_170857.spec.fits,34.45459025,-5.10639683,PRISM,rubies-uds32-v4,0.9.5.dev2+g80b81b4,2.8832064,3.0,759,9.046913736218156e-06,False,True,False
rubies-uds33-v4_g395m-f290lp_4233_32818.spec.fits,34.48875261,-5.26568558,G395M,rubies-uds33-v4,0.9.5.dev2+g80b81b4,6.558143,3.0,769,1.5508895463463472e-05,False,False,True
rubies-uds33-v4_g395m-f290lp_4233_42773.spec.fits,34.49297271,-5.2500427,G395M,rubies-uds33-v4,0.9.5.dev2+g80b81b4,2.8106298,3.0,534,1.993648285574066e-05,False,True,False
rubies-uds33-v4_g395m-f290lp_4233_821092.spec.fits,34.4821994,-5.2894087,G395M,rubies-uds33-v4,0.9.5.dev2+g80b81b4,5.5462527,3.0,812,0.0033958479059365515,False,False,True
rubies-uds33-v4_prism-clear_4233_42773.spec.fits,34.49297271,-5.2500427,PRISM,rubies-uds33-v4,0.9.5.dev2+g80b81b4,2.8106298,3.0,534,1.993648285574066e-05,False,True,False
rubies-uds3-v4_g395m-f290lp_4233_58080.spec.fits,34.3163582,-5.2131318,G395M,rubies-uds3-v4,0.9.5.dev2+g80b81b4,2.7203414,,457,0.0037119738205167395,False,False,False
rubies-uds3-v4_g395m-f290lp_4233_62113.spec.fits,34.2631889,-5.2047442,G395M,rubies-uds3-v4,0.9.5.dev2+g80b81b4,2.6686223,,123,0.013071205738939818,False,False,False
rubies-uds3-v4_prism-clear_4233_58080.spec.fits,34.3163582,-5.2131318,PRISM,rubies-uds3-v4,0.9.5.dev2+g80b81b4,2.7203414,3.0,457,0.0037119738205167395,False,True,False
rubies-uds3-v4_prism-clear_4233_62113.spec.fits,34.2631889,-5.2047442,PRISM,rubies-uds3-v4,0.9.5.dev2+g80b81b4,2.6686223,3.0,123,0.013071205738939818,False,True,False
rubies-uds41-v4_g395m-f290lp_4233_27169.spec.fits,34.36744867,-5.27464978,G395M,rubies-uds41-v4,0.9.5.dev2+g80b81b4,-1.0,,114,5.462150384133092e-06,False,False,False
rubies-uds41-v4_g395m-f290lp_4233_28485.spec.fits,34.3683512,-5.27257777,G395M,rubies-uds41-v4,0.9.5.dev2+g80b81b4,5.488891,3.0,316,1.794833004925026e-05,False,False,True
rubies-uds41-v4_g395m-f290lp_4233_28904.spec.fits,34.36611601,-5.27190416,G395M,rubies-uds41-v4,0.9.5.dev2+g80b81b4,5.52098535,3.0,543,1.5799966883467326e-05,False,False,True
rubies-uds41-v4_g395m-f290lp_4233_37937.spec.fits,34.38687792,-5.25736841,G395M,rubies-uds41-v4,0.9.5.dev2+g80b81b4,2.5956419,3.0,516,1.9734471493214007e-05,False,True,False
rubies-uds41-v4_prism-clear_4233_37937.spec.fits,34.38687792,-5.25736841,PRISM,rubies-uds41-v4,0.9.5.dev2+g80b81b4,2.5956419,3.0,516,1.9734471493214007e-05,False,True,False
rubies-uds42-v4_g395m-f290lp_4233_28904.spec.fits,34.36611601,-5.27190416,G395M,rubies-uds42-v4,0.9.5.dev2+g80b81b4,5.52098535,3.0,543,1.5799966883467326e-05,False,False,True
rubies-uds42-v4_prism-clear_4233_833622.spec.fits,34.3878774,-5.2707908,PRISM,rubies-uds42-v4,0.9.5.dev2+g80b81b4,-1.0,,1201,0.019359078587828673,False,False,False
rubies-uds43-v4_g395m-f290lp_4233_20572.spec.fits,34.30443682,-5.28616292,G395M,rubies-uds43-v4,0.9.5.dev2+g80b81b4,2.207401,3.0,1204,1.959258499057961e-05,False,True,False
rubies-uds43-v4_g395m-f290lp_4233_853923.spec.fits,34.3147152,-5.2425298,G395M,rubies-uds43-v4,0.9.5.dev2+g80b81b4,7.13107,3.0,629,0.03738104105401616,False,False,True
rubies-uds43-v4_prism-clear_4233_20572.spec.fits,34.30443682,-5.28616292,PRISM,rubies-uds43-v4,0.9.5.dev2+g80b81b4,2.207401,3.0,1204,1.959258499057961e-05,False,True,False
valentino-cosmos04-v4_g235m-f170lp_3567_47534.spec.fits,150.12751979,2.35977202,G235M,valentino-cosmos04-v4,0.9.5.dev2+g80b81b4,2.82073,3.0,1200,0.018174564340039792,False,True,False
valentino-cosmos04-v4_g235m-f170lp_3567_51372.spec.fits,150.07229785,2.37085093,G235M,valentino-cosmos04-v4,0.9.5.dev2+g80b81b4,2.9895852,3.0,227,0.02504830400124547,False,True,False
valentino-egs-v4_g235m-f170lp_3567_47704.spec.fits,214.87199881,52.85931244,G235M,valentino-egs-v4,0.9.5.dev2+g80b81b4,5.272795,3.0,61,0.009787267764621948,False,False,True
valentino-egs-v4_g235m-f170lp_3567_51393.spec.fits,214.89607368,52.88609182,G235M,valentino-egs-v4,0.9.5.dev2+g80b81b4,5.76193285,3.0,526,0.006891926386907368,False,False,True
valentino-egs-v4_g235m-f170lp_3567_51608.spec.fits,214.91109555,52.89732146,G235M,valentino-egs-v4,0.9.5.dev2+g80b81b4,-1.0,,561,0.0009636148242226458,False,False,False
valentino-egs-v4_g235m-f170lp_3567_57028.spec.fits,214.89054125,52.89298365,G235M,valentino-egs-v4,0.9.5.dev2+g80b81b4,2.745755,3.0,827,0.017196935911278143,False,True,False
valentino-obs19-v4_g235m-f170lp_3567_40904.spec.fits,34.40897795,-5.14841353,G235M,valentino-obs19-v4,0.9.5.dev2+g80b81b4,2.2903423,3.0,328,2.3637233451707504e-05,False,True,False
egs-mason-v4_g395m-f290lp_4287_91867.spec.fits,214.8961015,52.9251589,G395M,egs-mason-v4,0.9.5.dev8+ge2b237b,-1.0,,699,0.007112681316088656,False,False,False
egs-mason-v4_g140h-f100lp_4287_91867.spec.fits,214.8961015,52.9251589,G140H,egs-mason-v4,0.9.5.dev8+ge2b237b,-1.0,,699,0.007112681316088656,False,False,False
gto-wide-cos03-v4_g235h-f170lp_1214_4379.spec.fits,150.17079102,2.36853474,G235H,gto-wide-cos03-v4,0.9.5.dev2+g80b81b4,-1.0,,837,0.3084044157774492,False,False,False
gto-wide-cos03-v4_g395h-f290lp_1214_4379.spec.fits,150.17079102,2.36853474,G395H,gto-wide-cos03-v4,0.9.5.dev2+g80b81b4,-1.0,,837,0.3084044157774492,False,False,False
gto-wide-cos04-v4_g395h-f290lp_1214_4047.spec.fits,150.1780143,2.23938114,G395H,gto-wide-cos04-v4,0.9.5.dev2+g80b81b4,-1.0,,15,0.07284379230241272,False,False,False
gto-wide-cos04-v4_g235h-f170lp_1214_4047.spec.fits,150.1780143,2.23938114,G235H,gto-wide-cos04-v4,0.9.5.dev2+g80b81b4,-1.0,,15,0.07284379230241272,False,False,False
jades-gdn198-v4_g395h-f290lp_1181_10084465.spec.fits,189.2966539,62.1952486,G395H,jades-gdn198-v4,0.9.5.dev8+ge2b237b,-1.0,,816,0.3502550943028391,False,False,False
jades-gdn198-v4_g395m-f290lp_1181_10084465.spec.fits,189.2966539,62.1952486,G395M,jades-gdn198-v4,0.9.5.dev8+ge2b237b,-1.0,,816,0.3502550943028391,False,False,False
jades-gdn198-v4_g140m-f070lp_1181_10084465.spec.fits,189.2966539,62.1952486,G140M,jades-gdn198-v4,0.9.5.dev8+ge2b237b,-1.0,,816,0.3502550943028391,False,False,False
jades-gdn198-v4_g235m-f170lp_1181_10084465.spec.fits,189.2966539,62.1952486,G235M,jades-gdn198-v4,0.9.5.dev8+ge2b237b,-1.0,,816,0.3502550943028391,False,False,False
jades-gdn2-v4_g140m-f070lp_1181_1129.spec.fits,189.1797527,62.2823871,G140M,jades-gdn2-v4,0.9.5.dev2+g80b81b4,-1.0,,181,0.07137133074642239,False,False,False
jades-gdn2-v4_prism-clear_1181_1129.spec.fits,189.1797527,62.2823871,PRISM,jades-gdn2-v4,0.9.5.dev2+g80b81b4,-1.0,,181,0.07137133074642239,False,False,False
rubies-egs51-v4_g395m-f290lp_4233_925765.spec.fits,215.066322,52.9373846,G395M,rubies-egs51-v4,0.9.5.dev2+g80b81b4,-1.0,,356,0.0032231416087057517,False,False,False
rubies-egs61-v4_prism-clear_4233_983193.spec.fits,214.8961048,52.9251574,PRISM,rubies-egs61-v4,0.9.5.dev2+g80b81b4,-1.0,,699,0.0018637722488528499,False,False,False
rubies-egs61-v4_g395m-f290lp_4233_983193.spec.fits,214.8961048,52.9251574,G395M,rubies-egs61-v4,0.9.5.dev2+g80b81b4,-1.0,,699,0.0018637722488528499,False,False,False
rubies-uds1-v4_g395m-f290lp_4233_18644.spec.fits,34.2559966,-5.2822923,G395M,rubies-uds1-v4,0.9.5.dev2+g80b81b4,-1.0,,895,0.004672634405644577,False,False,False
rubies-uds21-v4_g395m-f290lp_4233_176002.spec.fits,34.20645552,-5.09858815,G395M,rubies-uds21-v4,0.9.4.dev7+g92b1aa6,-1.0,,1000,1.6702349304186403e-05,False,False,False
rubies-uds22-v4_g395m-f290lp_4233_158912.spec.fits,34.27256338,-5.12303976,G395M,rubies-uds22-v4,0.9.4.dev7+g92b1aa6,-1.0,,1118,1.5345762986671103e-05,False,False,False
rubies-uds23-v4_g395m-f290lp_4233_972210.spec.fits,34.3724935,-5.1074156,G395M,rubies-uds23-v4,0.9.4.dev7+g92b1aa6,-1.0,,260,0.012276989175874964,False,False,False
rubies-uds32-v4_g395m-f290lp_4233_136776.spec.fits,34.46761209,-5.15384551,G395M,rubies-uds32-v4,0.9.5.dev2+g80b81b4,-1.0,,298,5.602002861601089e-06,False,False,False
rubies-uds42-v4_g395m-f290lp_4233_833622.spec.fits,34.3878774,-5.2707908,G395M,rubies-uds42-v4,0.9.5.dev2+g80b81b4,-1.0,,1201,0.019359078587828673,False,False,False
