reason_excluded,tier,ranking_score,field,id,source_id,ra,dec,sky_group,picked,in_any_list,in_hviding25_B1,y,mag_f444w
rule-selected,equal_burden,0.98860157,gdn,21317,485151,189.17860029915047,62.18720999242845,453222,True,False,False,,26.28015126931394
published-or-labelled,equal_burden,0.9885934,ceers-full,9057,583327,214.89647552807537,52.787691584508174,545787,True,True,False,,25.614348445320747
published-or-labelled,equal_burden,0.9885602,primer-uds-north,76768,11213,34.229106229648664,-5.097388577588927,10600,False,True,False,,26.214744536097527
published-or-labelled,equal_burden,0.9885426,primer-uds-north,19957,28266,34.26890764112112,-5.176721840771617,26955,True,True,True,1.0,25.65523344020782
published-or-labelled,equal_burden,0.9885347,primer-cosmos-east,9809,376107,150.11893668218536,2.194977951232032,349323,True,True,False,,24.638239610148233
published-or-labelled,equal_burden,0.98853,primer-cosmos-west,59476,326751,150.07916583420396,2.2857372304276518,305400,True,True,False,,25.8160437848575
published-or-labelled,equal_burden,0.9885298,gds,53152,251875,53.20399376641212,-27.772100026665946,237885,True,True,False,1.0,26.345476601122424
rule-selected,equal_burden,0.9884994,primer-cosmos-east,80537,407583,150.1506297246015,2.470722767111104,379040,True,False,False,,25.29342234504294
published-or-labelled,equal_burden,0.98849523,primer-cosmos-east,78039,420403,150.16553713967423,2.459116304271191,391246,True,True,False,,24.41890015463254
rule-selected,equal_burden,0.98842716,gdn,60409,480816,189.15901196078735,62.26022012275316,449136,True,False,False,,24.87454811902387
published-or-labelled,equal_burden,0.9884001,primer-uds-south,42814,50436,34.31057568854347,-5.2498971236997685,48122,True,True,True,1.0,26.39783667953915
published-or-labelled,equal_burden,0.9883939,primer-cosmos-east,33475,418420,150.1630098798179,2.2946746386475687,389350,True,True,False,,26.156065838866727
published-or-labelled,equal_burden,0.9883913,primer-uds-south,61912,28999,34.270711414980035,-5.217679394593591,27661,True,True,False,1.0,24.356063167149888
published-or-labelled,equal_burden,0.98835874,primer-uds-north,74471,126807,34.46674884887205,-5.100877034441696,121291,True,True,True,1.0,26.469424434774556
rule-selected,equal_burden,0.9883557,gdn,79613,548796,189.39603187331696,62.29599689177914,513034,True,False,False,,25.86696242834909
published-or-labelled,equal_burden,0.9883528,primer-cosmos-west,59349,367936,150.1115469337835,2.2855251789980704,341910,True,True,False,,26.894924077986023
published-or-labelled,equal_burden,0.98835266,ceers-full,25868,624327,215.07826029734858,52.948496803812056,584578,True,True,True,1.0,26.45267894838102
published-or-labelled,equal_burden,0.9883341,primer-uds-north,82791,5003,34.213812850547654,-5.0870495031759395,4733,True,True,True,1.0,25.102430777066164
published-or-labelled,equal_burden,0.98827285,gds-sw,18538,195041,53.10722426668577,-27.89059472303409,185134,True,True,False,1.0,26.529519978423174
rule-selected,equal_burden,0.9882702,primer-uds-north,7080,68748,34.34368218126512,-5.198183146170062,65574,True,False,False,,26.21524305140135
published-or-labelled,equal_burden,0.9882598,primer-uds-north,81646,39621,34.292566214443305,-5.089317324662564,37844,True,True,False,,25.74811833547191
published-or-labelled,equal_burden,0.98825526,primer-uds-south,19521,87772,34.3836724883297,-5.287732439684146,83804,True,True,True,1.0,26.50397853891601
published-or-labelled,equal_burden,0.98825264,primer-cosmos-west,95058,366504,150.11024264306758,2.4022085137786235,340639,True,True,False,1.0,24.64968621678604
published-or-labelled,equal_burden,0.9882395,ceers-full,60195,606156,214.98302640903486,52.956001632315704,567417,True,True,True,1.0,24.126805016974824
published-or-labelled,equal_burden,0.9882239,primer-cosmos-west,99120,371966,150.11506867693498,2.4196832173659417,345528,True,True,False,,26.449071719607108
,equal_burden,0.98819923,primer-uds-south,2558,17468,34.24302589785728,-5.319390777549782,16567,False,False,False,,26.018424630504235
published-or-labelled,equal_burden,0.9881972,primer-uds-north,64820,6050,34.216881306054496,-5.114383522876661,5722,True,True,False,,25.67037649304261
published-or-labelled,equal_burden,0.988178,primer-uds-north,8040,40226,34.29368694276033,-5.196476740906108,38413,True,True,False,,23.69003395302404
rule-selected,equal_burden,0.9881709,primer-uds-south,54098,126856,34.46687611783184,-5.231150902529542,121336,True,False,False,,24.636671343418573
published-or-labelled,equal_burden,0.9881634,ceers-full,42562,551531,214.7325473586708,52.73575243250666,515627,True,True,False,,25.377955827707932
published-or-labelled,equal_burden,0.98814386,gds-sw,62593,228370,53.159333284632474,-27.811749371919966,216001,True,True,False,,26.980876577368004
rule-selected,equal_burden,0.98808193,primer-uds-north,63879,106055,34.42104749081308,-5.115731809757948,101369,True,False,False,,26.026222343546742
rule-selected,equal_burden,0.9880806,gdn,88847,496836,189.22413358492585,62.320770939338594,464253,True,False,False,,26.476601420805
published-or-labelled,equal_burden,0.9880582,primer-cosmos-east,31027,416108,150.16025161750707,2.2865426955385466,387147,True,True,False,,24.948217762676634
rule-selected,equal_burden,0.9880369,primer-uds-north,32238,27215,34.26653228881208,-5.1600144825026435,25941,True,False,False,,26.195986065514987
published-or-labelled,equal_burden,0.98803353,primer-uds-south,49338,16910,34.24181652939085,-5.239435520768484,16035,True,True,True,,24.700799219656172
rule-selected,equal_burden,0.9880229,primer-uds-south,5327,42744,34.297952180400536,-5.313280770537458,40813,True,False,False,,26.181888406749383
published-or-labelled,equal_burden,0.9879785,primer-cosmos-east,60474,423988,150.17017435801785,2.3883868006431777,394666,True,True,False,,24.051167272923987
published-or-labelled,equal_burden,0.98794246,primer-cosmos-east,16585,420155,150.16524223013377,2.227038787859828,391006,True,True,False,,26.05040505676274
published-or-labelled,equal_burden,0.987936,primer-uds-south,29173,17782,34.24369983157472,-5.271439645001771,16867,True,True,False,1.0,26.438011645835754
published-or-labelled,equal_burden,0.9879324,primer-cosmos-east,73242,444823,150.20165298208946,2.4393695491327896,414622,False,True,False,,24.773341854358307
